weather_id,store_id,weather_date,temperature_c,rainfall_mm,humidity_pct,weather_type
5478,3,2024-01-01,23.2,0.0,47.8,Clear
5479,4,2024-01-01,18.5,0.0,44.1,Clear
5480,5,2024-01-01,21.3,0.0,43.6,Clear
5481,1,2024-01-02,20.8,0.0,50.9,Clear
5482,2,2024-01-02,22.4,0.0,51.9,Clear
5483,3,2024-01-02,23.2,0.0,48.3,Clear
5484,4,2024-01-02,22.5,0.0,51.2,Clear
5485,5,2024-01-02,15.9,0.0,53.2,Clear
5486,1,2024-01-03,23.4,0.0,43.6,Clear
5487,2,2024-01-03,21.2,0.0,44.5,Clear
5488,3,2024-01-03,23.9,0.0,43.0,Clear
5489,4,2024-01-03,19.7,0.0,52.7,Clear
5490,5,2024-01-03,20.4,0.0,45.4,Clear
5491,1,2024-01-04,24.4,0.0,53.6,Clear
5492,2,2024-01-04,24.1,0.0,48.8,Clear
5493,3,2024-01-04,21.5,0.0,46.8,Clear
5494,4,2024-01-04,22.4,0.0,47.4,Clear
5495,5,2024-01-04,20.9,0.0,53.0,Clear
5496,1,2024-01-05,26.5,0.1,46.5,Cloudy
5497,2,2024-01-05,17.4,0.1,53.6,Cloudy
5498,3,2024-01-05,20.1,0.1,48.6,Cloudy
5499,4,2024-01-05,17.6,0.1,45.5,Cloudy
5500,5,2024-01-05,18.2,0.1,47.8,Cloudy
5501,1,2024-01-06,22.2,0.0,56.2,Clear
5502,2,2024-01-06,23.7,0.0,41.9,Clear
5503,3,2024-01-06,23.5,0.0,50.6,Clear
5504,4,2024-01-06,21.8,0.0,49.9,Clear
5505,5,2024-01-06,22.5,0.0,46.5,Clear
5506,1,2024-01-07,25.0,0.0,46.5,Clear
5507,2,2024-01-07,19.4,0.0,49.7,Clear
5508,3,2024-01-07,19.2,0.0,41.4,Clear
5509,4,2024-01-07,21.1,0.0,57.2,Clear
5510,5,2024-01-07,21.9,0.0,50.9,Clear
5511,1,2024-01-08,23.1,0.0,50.5,Clear
5512,2,2024-01-08,20.3,0.0,50.9,Clear
5513,3,2024-01-08,22.4,0.0,44.7,Clear
5514,4,2024-01-08,22.8,0.0,56.0,Clear
5515,5,2024-01-08,21.4,0.0,45.7,Clear
5516,1,2024-01-09,18.9,0.08,52.9,Cloudy
5517,2,2024-01-09,20.3,0.08,51.2,Cloudy
5518,3,2024-01-09,20.6,0.08,47.2,Cloudy
5519,4,2024-01-09,25.8,0.08,43.0,Cloudy
5520,5,2024-01-09,23.2,0.08,58.7,Cloudy
5521,1,2024-01-10,18.7,0.0,43.6,Clear
5522,2,2024-01-10,20.1,0.0,50.8,Clear
5523,3,2024-01-10,22.6,0.0,43.6,Clear
5524,4,2024-01-10,19.8,0.0,45.9,Clear
5525,5,2024-01-10,21.5,0.0,59.9,Clear
5526,1,2024-01-11,19.6,0.0,44.3,Clear
5527,2,2024-01-11,23.6,0.0,49.8,Clear
5528,3,2024-01-11,19.8,0.0,48.2,Clear
5529,4,2024-01-11,20.0,0.0,51.5,Clear
5530,5,2024-01-11,28.7,0.0,52.8,Clear
5531,1,2024-01-12,20.3,0.0,43.3,Clear
5532,2,2024-01-12,23.8,0.0,53.4,Clear
5533,3,2024-01-12,20.8,0.0,56.1,Clear
5534,4,2024-01-12,22.1,0.0,53.9,Clear
5535,5,2024-01-12,22.7,0.0,49.1,Clear
5536,1,2024-01-13,21.6,0.0,54.2,Clear
5537,2,2024-01-13,20.7,0.0,52.2,Clear
5538,3,2024-01-13,19.3,0.0,53.9,Clear
5539,4,2024-01-13,22.8,0.0,44.0,Clear
5540,5,2024-01-13,21.4,0.0,54.7,Clear
5541,1,2024-01-14,19.3,0.0,49.7,Clear
5542,2,2024-01-14,27.3,0.0,46.6,Clear
5543,3,2024-01-14,23.2,0.0,51.3,Clear
5544,4,2024-01-14,20.5,0.0,50.8,Clear
5545,5,2024-01-14,20.9,0.0,48.2,Clear
5546,1,2024-01-15,21.9,0.0,54.5,Clear
5547,2,2024-01-15,22.1,0.0,55.5,Clear
5548,3,2024-01-15,23.5,0.0,49.7,Clear
5549,4,2024-01-15,20.4,0.0,47.6,Clear
5550,5,2024-01-15,18.3,0.0,48.7,Clear
5551,1,2024-01-16,26.3,0.0,52.6,Clear
5552,2,2024-01-16,19.8,0.0,42.8,Clear
5553,3,2024-01-16,21.5,0.0,54.1,Clear
5554,4,2024-01-16,21.4,0.0,52.7,Clear
5555,5,2024-01-16,21.5,0.0,53.6,Clear
5556,1,2024-01-17,26.0,0.0,44.4,Clear
5557,2,2024-01-17,24.0,0.0,48.6,Clear
5558,3,2024-01-17,21.7,0.0,48.8,Clear
5559,4,2024-01-17,22.6,0.0,52.3,Clear
5560,5,2024-01-17,24.6,0.0,57.0,Clear
5561,1,2024-01-18,26.3,0.0,50.5,Clear
5562,2,2024-01-18,24.7,0.0,52.1,Clear
5563,3,2024-01-18,20.6,0.0,50.9,Clear
5564,4,2024-01-18,23.3,0.0,49.8,Clear
5565,5,2024-01-18,23.0,0.0,54.3,Clear
5566,1,2024-01-19,14.6,0.0,58.4,Clear
5567,2,2024-01-19,21.3,0.0,45.9,Clear
5568,3,2024-01-19,19.2,0.0,48.3,Clear
5569,4,2024-01-19,20.6,0.0,46.3,Clear
5570,5,2024-01-19,20.3,0.0,52.6,Clear
5571,1,2024-01-20,24.1,0.0,55.6,Clear
5572,2,2024-01-20,21.1,0.0,50.5,Clear
5573,3,2024-01-20,23.1,0.0,46.7,Clear
5574,4,2024-01-20,20.9,0.0,54.3,Clear
5575,5,2024-01-20,24.7,0.0,50.3,Clear
5576,1,2024-01-21,21.3,0.0,42.8,Clear
5577,2,2024-01-21,22.2,0.0,51.3,Clear
5578,3,2024-01-21,21.3,0.0,51.2,Clear
5579,4,2024-01-21,23.0,0.0,51.3,Clear
5580,5,2024-01-21,19.0,0.0,48.7,Clear
5581,1,2024-01-22,25.9,0.0,48.6,Clear
5582,2,2024-01-22,23.4,0.0,54.4,Clear
5583,3,2024-01-22,21.5,0.0,55.7,Clear
5584,4,2024-01-22,25.0,0.0,56.9,Clear
5585,5,2024-01-22,23.1,0.0,61.8,Clear
5586,1,2024-01-23,27.3,0.0,53.8,Clear
5587,2,2024-01-23,25.4,0.0,48.4,Clear
5588,3,2024-01-23,24.1,0.0,57.1,Clear
5589,4,2024-01-23,19.3,0.0,49.2,Clear
5590,5,2024-01-23,16.6,0.0,49.1,Clear
5591,1,2024-01-24,21.5,0.0,64.6,Clear
5592,2,2024-01-24,26.3,0.0,42.8,Clear
5593,3,2024-01-24,23.4,0.0,54.0,Clear
5594,4,2024-01-24,21.2,0.0,50.9,Clear
5595,5,2024-01-24,22.7,0.0,43.3,Clear
5596,1,2024-01-25,22.4,0.0,50.5,Clear
5597,2,2024-01-25,20.2,0.0,46.0,Clear
5598,3,2024-01-25,21.8,0.0,54.4,Clear
5599,4,2024-01-25,21.8,0.0,58.1,Clear
5600,5,2024-01-25,20.3,0.0,51.0,Clear
5601,1,2024-01-26,23.5,0.0,46.1,Clear
5602,2,2024-01-26,26.8,0.0,41.5,Clear
5603,3,2024-01-26,26.3,0.0,50.4,Clear
5604,4,2024-01-26,23.4,0.0,56.7,Clear
5605,5,2024-01-26,24.1,0.0,46.3,Clear
5606,1,2024-01-27,26.7,0.0,45.6,Clear
5607,2,2024-01-27,27.3,0.0,51.9,Clear
5608,3,2024-01-27,20.9,0.0,45.5,Clear
5609,4,2024-01-27,21.4,0.0,40.2,Clear
5610,5,2024-01-27,21.0,0.0,48.7,Clear
5611,1,2024-01-28,23.9,0.0,48.9,Clear
5612,2,2024-01-28,20.4,0.0,48.4,Clear
5613,3,2024-01-28,22.9,0.0,50.4,Clear
5614,4,2024-01-28,20.2,0.0,50.6,Clear
5615,5,2024-01-28,21.9,0.0,44.3,Clear
5616,1,2024-01-29,23.4,0.0,52.9,Clear
5617,2,2024-01-29,21.4,0.0,53.4,Clear
5618,3,2024-01-29,19.6,0.0,45.3,Clear
5619,4,2024-01-29,21.4,0.0,57.5,Clear
5620,5,2024-01-29,22.4,0.0,48.6,Clear
5621,1,2024-01-30,21.3,0.0,61.2,Clear
5622,2,2024-01-30,20.7,0.0,44.9,Clear
5623,3,2024-01-30,21.6,0.0,48.8,Clear
5624,4,2024-01-30,20.0,0.0,63.0,Clear
5625,5,2024-01-30,22.8,0.0,52.3,Clear
5626,1,2024-01-31,20.6,0.0,55.1,Clear
5627,2,2024-01-31,17.8,0.0,44.3,Clear
5628,3,2024-01-31,21.4,0.0,56.8,Clear
5629,4,2024-01-31,21.1,0.0,52.1,Clear
5630,5,2024-01-31,22.1,0.0,56.5,Clear
5631,1,2024-02-01,23.8,0.0,49.0,Clear
5632,2,2024-02-01,24.3,0.0,45.9,Clear
5633,3,2024-02-01,22.1,0.0,49.5,Clear
5634,4,2024-02-01,19.5,0.0,43.6,Clear
5635,5,2024-02-01,20.5,0.0,50.6,Clear
5636,1,2024-02-02,21.2,0.0,40.6,Clear
5637,2,2024-02-02,21.1,0.0,55.1,Clear
5638,3,2024-02-02,23.8,0.0,49.6,Clear
5639,4,2024-02-02,22.6,0.0,45.9,Clear
5640,5,2024-02-02,26.1,0.0,60.3,Clear
5641,1,2024-02-03,28.5,0.0,46.6,Clear
5642,2,2024-02-03,18.9,0.0,46.5,Clear
5643,3,2024-02-03,21.5,0.0,61.6,Clear
5644,4,2024-02-03,21.3,0.0,45.7,Clear
5645,5,2024-02-03,19.8,0.0,55.7,Clear
5646,1,2024-02-04,20.8,0.0,40.6,Clear
5647,2,2024-02-04,19.2,0.0,58.6,Clear
5648,3,2024-02-04,23.7,0.0,50.3,Clear
5649,4,2024-02-04,26.7,0.0,59.8,Clear
5650,5,2024-02-04,21.9,0.0,49.9,Clear
5651,1,2024-02-05,21.3,0.0,42.6,Clear
5652,2,2024-02-05,18.3,0.0,41.4,Clear
5653,3,2024-02-05,24.7,0.0,42.2,Clear
5654,4,2024-02-05,26.9,0.0,46.3,Clear
5655,5,2024-02-05,26.3,0.0,48.2,Clear
5656,1,2024-02-06,25.2,0.0,57.0,Clear
5657,2,2024-02-06,19.7,0.0,48.3,Clear
5658,3,2024-02-06,19.7,0.0,49.4,Clear
5659,4,2024-02-06,22.3,0.0,48.2,Clear
5660,5,2024-02-06,17.5,0.0,47.1,Clear
5661,1,2024-02-07,21.5,0.0,48.4,Clear
5662,2,2024-02-07,19.7,0.0,46.9,Clear
5663,3,2024-02-07,25.5,0.0,44.3,Clear
5664,4,2024-02-07,23.8,0.0,50.2,Clear
5665,5,2024-02-07,22.6,0.0,46.3,Clear
5666,1,2024-02-08,20.7,0.04,51.7,Cloudy
5667,2,2024-02-08,23.1,0.04,60.9,Cloudy
5668,3,2024-02-08,22.7,0.04,40.4,Cloudy
5669,4,2024-02-08,24.9,0.04,49.0,Cloudy
5670,5,2024-02-08,27.0,0.04,57.4,Cloudy
5671,1,2024-02-09,23.8,0.0,47.0,Clear
5672,2,2024-02-09,22.0,0.0,53.4,Clear
5673,3,2024-02-09,24.8,0.0,54.5,Clear
5674,4,2024-02-09,22.2,0.0,62.4,Clear
5675,5,2024-02-09,21.1,0.0,42.0,Clear
5676,1,2024-02-10,25.7,0.0,49.6,Clear
5677,2,2024-02-10,22.4,0.0,47.3,Clear
5678,3,2024-02-10,20.9,0.0,46.1,Clear
5679,4,2024-02-10,23.2,0.0,49.5,Clear
5680,5,2024-02-10,23.1,0.0,51.7,Clear
5681,1,2024-02-11,18.4,0.0,42.3,Clear
5682,2,2024-02-11,29.6,0.0,57.4,Clear
5683,3,2024-02-11,25.4,0.0,46.6,Clear
5684,4,2024-02-11,22.0,0.0,45.9,Clear
5685,5,2024-02-11,18.7,0.0,47.1,Clear
5686,1,2024-02-12,19.6,0.01,48.4,Cloudy
5687,2,2024-02-12,23.9,0.01,47.1,Cloudy
5688,3,2024-02-12,22.2,0.01,52.0,Cloudy
5689,4,2024-02-12,23.0,0.01,51.3,Cloudy
5690,5,2024-02-12,20.4,0.01,47.2,Cloudy
5691,1,2024-02-13,18.1,0.0,49.4,Clear
5692,2,2024-02-13,24.0,0.0,43.1,Clear
5693,3,2024-02-13,22.7,0.0,53.9,Clear
5694,4,2024-02-13,17.4,0.0,48.6,Clear
5695,5,2024-02-13,26.1,0.0,52.8,Clear
5696,1,2024-02-14,23.6,0.0,46.3,Clear
5697,2,2024-02-14,23.7,0.0,46.5,Clear
5698,3,2024-02-14,21.9,0.0,47.3,Clear
5699,4,2024-02-14,22.0,0.0,47.2,Clear
5700,5,2024-02-14,21.4,0.0,44.1,Clear
5701,1,2024-02-15,22.4,0.0,41.9,Clear
5702,2,2024-02-15,24.5,0.0,49.1,Clear
5703,3,2024-02-15,22.4,0.0,53.8,Clear
5704,4,2024-02-15,22.8,0.0,55.8,Clear
5705,5,2024-02-15,21.3,0.0,55.2,Clear
5706,1,2024-02-16,23.3,0.0,52.0,Clear
5707,2,2024-02-16,25.1,0.0,53.6,Clear
5708,3,2024-02-16,20.9,0.0,46.8,Clear
5709,4,2024-02-16,21.9,0.0,46.2,Clear
5710,5,2024-02-16,19.4,0.0,39.4,Clear
5711,1,2024-02-17,27.0,0.0,46.7,Clear
5712,2,2024-02-17,26.8,0.0,52.0,Clear
5713,3,2024-02-17,21.9,0.0,42.5,Clear
5714,4,2024-02-17,22.0,0.0,59.5,Clear
5715,5,2024-02-17,25.9,0.0,51.4,Clear
5716,1,2024-02-18,19.6,0.0,45.7,Clear
5717,2,2024-02-18,25.2,0.0,58.2,Clear
5718,3,2024-02-18,22.5,0.0,48.5,Clear
5719,4,2024-02-18,25.9,0.0,45.1,Clear
5720,5,2024-02-18,22.1,0.0,52.3,Clear
5721,1,2024-02-19,20.4,0.0,46.4,Clear
5722,2,2024-02-19,25.5,0.0,59.6,Clear
5723,3,2024-02-19,22.3,0.0,48.7,Clear
5724,4,2024-02-19,20.5,0.0,50.0,Clear
5725,5,2024-02-19,20.6,0.0,49.5,Clear
5726,1,2024-02-20,21.0,0.0,49.1,Clear
5727,2,2024-02-20,21.5,0.0,48.4,Clear
5728,3,2024-02-20,20.9,0.0,53.8,Clear
5729,4,2024-02-20,17.6,0.0,57.9,Clear
5730,5,2024-02-20,22.3,0.0,53.1,Clear
5731,1,2024-02-21,20.2,0.0,45.4,Clear
5732,2,2024-02-21,19.4,0.0,48.8,Clear
5733,3,2024-02-21,23.7,0.0,47.1,Clear
5734,4,2024-02-21,23.5,0.0,38.2,Clear
5735,5,2024-02-21,21.0,0.0,55.8,Clear
5736,1,2024-02-22,19.9,0.0,46.7,Clear
5737,2,2024-02-22,14.4,0.0,44.9,Clear
5738,3,2024-02-22,24.6,0.0,47.1,Clear
5739,4,2024-02-22,20.8,0.0,38.3,Clear
5740,5,2024-02-22,17.9,0.0,56.0,Clear
5741,1,2024-02-23,18.8,0.0,46.8,Clear
5742,2,2024-02-23,21.9,0.0,44.0,Clear
5743,3,2024-02-23,17.0,0.0,49.2,Clear
5744,4,2024-02-23,23.4,0.0,53.0,Clear
5745,5,2024-02-23,24.2,0.0,42.2,Clear
5746,1,2024-02-24,21.3,0.0,49.6,Clear
5747,2,2024-02-24,21.5,0.0,46.7,Clear
5748,3,2024-02-24,14.5,0.0,55.8,Clear
5749,4,2024-02-24,22.8,0.0,42.6,Clear
5750,5,2024-02-24,23.2,0.0,47.8,Clear
5751,1,2024-02-25,20.1,0.0,52.7,Clear
5752,2,2024-02-25,20.0,0.0,44.5,Clear
5753,3,2024-02-25,24.8,0.0,49.1,Clear
5754,4,2024-02-25,21.6,0.0,53.5,Clear
5755,5,2024-02-25,20.3,0.0,47.7,Clear
5756,1,2024-02-26,18.1,0.0,51.1,Clear
5757,2,2024-02-26,20.1,0.0,54.3,Clear
5758,3,2024-02-26,23.4,0.0,52.1,Clear
5759,4,2024-02-26,18.0,0.0,49.5,Clear
5760,5,2024-02-26,19.1,0.0,49.8,Clear
5761,1,2024-02-27,18.1,0.0,55.9,Clear
5762,2,2024-02-27,22.9,0.0,48.2,Clear
5763,3,2024-02-27,19.7,0.0,44.6,Clear
5764,4,2024-02-27,22.5,0.0,48.3,Clear
5765,5,2024-02-27,25.9,0.0,49.1,Clear
5766,1,2024-02-28,18.5,0.0,48.2,Clear
5767,2,2024-02-28,22.4,0.0,48.1,Clear
5768,3,2024-02-28,20.8,0.0,51.6,Clear
5769,4,2024-02-28,25.8,0.0,50.7,Clear
5770,5,2024-02-28,24.9,0.0,53.1,Clear
5771,1,2024-02-29,20.5,0.0,49.0,Clear
5772,2,2024-02-29,21.5,0.0,52.7,Clear
5773,3,2024-02-29,24.0,0.0,50.6,Clear
5774,4,2024-02-29,24.2,0.0,47.2,Clear
5775,5,2024-02-29,24.2,0.0,55.1,Clear
5776,1,2024-03-01,35.3,0.0,58.6,Clear
5777,2,2024-03-01,32.8,0.0,56.0,Clear
5778,3,2024-03-01,35.8,0.0,48.4,Clear
5779,4,2024-03-01,36.2,0.0,48.8,Clear
5780,5,2024-03-01,33.9,0.0,55.2,Clear
5781,1,2024-03-02,35.2,0.01,50.9,Cloudy
5782,2,2024-03-02,36.4,0.01,51.2,Cloudy
5783,3,2024-03-02,40.7,0.01,54.5,Cloudy
5784,4,2024-03-02,32.1,0.01,50.1,Cloudy
5785,5,2024-03-02,37.9,0.01,53.0,Cloudy
5786,1,2024-03-03,34.0,0.02,58.3,Cloudy
5787,2,2024-03-03,37.3,0.02,56.4,Cloudy
5788,3,2024-03-03,41.0,0.02,46.4,Cloudy
5789,4,2024-03-03,33.0,0.02,53.7,Cloudy
5790,5,2024-03-03,40.7,0.02,64.0,Cloudy
5791,1,2024-03-04,33.0,0.0,51.6,Clear
5792,2,2024-03-04,32.9,0.0,51.1,Clear
5793,3,2024-03-04,38.7,0.0,53.8,Clear
5794,4,2024-03-04,34.7,0.0,58.9,Clear
5795,5,2024-03-04,30.8,0.0,55.3,Clear
5796,1,2024-03-05,34.3,0.0,52.1,Clear
5797,2,2024-03-05,33.4,0.0,56.1,Clear
5798,3,2024-03-05,35.6,0.0,53.9,Clear
5799,4,2024-03-05,35.9,0.0,50.7,Clear
5800,5,2024-03-05,36.7,0.0,54.0,Clear
5801,1,2024-03-06,33.0,0.0,53.8,Clear
5802,2,2024-03-06,39.7,0.0,54.7,Clear
5803,3,2024-03-06,32.1,0.0,59.6,Clear
5804,4,2024-03-06,33.8,0.0,56.4,Clear
5805,5,2024-03-06,33.5,0.0,61.4,Clear
5806,1,2024-03-07,38.5,0.0,49.8,Clear
5807,2,2024-03-07,34.3,0.0,62.0,Clear
5808,3,2024-03-07,35.4,0.0,66.4,Clear
5809,4,2024-03-07,34.3,0.0,56.3,Clear
5810,5,2024-03-07,39.8,0.0,47.4,Clear
5811,1,2024-03-08,38.4,0.0,46.8,Clear
5812,2,2024-03-08,33.0,0.0,59.1,Clear
5813,3,2024-03-08,31.0,0.0,58.0,Clear
5814,4,2024-03-08,36.3,0.0,65.1,Clear
5815,5,2024-03-08,37.6,0.0,56.8,Clear
5816,1,2024-03-09,36.3,0.0,52.7,Clear
5817,2,2024-03-09,32.1,0.0,52.2,Clear
5818,3,2024-03-09,34.9,0.0,55.9,Clear
5819,4,2024-03-09,29.7,0.0,53.9,Clear
5820,5,2024-03-09,35.1,0.0,57.7,Clear
5821,1,2024-03-10,35.5,0.0,50.5,Clear
5822,2,2024-03-10,30.5,0.0,58.4,Clear
5823,3,2024-03-10,32.8,0.0,59.3,Clear
5824,4,2024-03-10,38.5,0.0,47.3,Clear
5825,5,2024-03-10,36.4,0.0,61.5,Clear
5826,1,2024-03-11,29.8,0.0,50.7,Clear
5827,2,2024-03-11,31.8,0.0,57.6,Clear
5828,3,2024-03-11,36.0,0.0,41.5,Clear
5829,4,2024-03-11,34.2,0.0,59.0,Clear
5830,5,2024-03-11,35.4,0.0,55.7,Clear
5831,1,2024-03-12,32.4,0.0,54.9,Clear
5832,2,2024-03-12,35.1,0.0,58.1,Clear
5833,3,2024-03-12,36.7,0.0,55.4,Clear
5834,4,2024-03-12,37.7,0.0,53.1,Clear
5835,5,2024-03-12,31.4,0.0,57.4,Clear
5836,1,2024-03-13,36.2,0.0,48.7,Clear
5837,2,2024-03-13,39.5,0.0,58.6,Clear
5838,3,2024-03-13,34.3,0.0,50.3,Clear
5839,4,2024-03-13,37.7,0.0,49.5,Clear
5840,5,2024-03-13,40.7,0.0,51.9,Clear
5841,1,2024-03-14,34.5,0.0,62.9,Clear
5842,2,2024-03-14,33.2,0.0,55.1,Clear
5843,3,2024-03-14,37.0,0.0,58.3,Clear
5844,4,2024-03-14,37.8,0.0,52.6,Clear
5845,5,2024-03-14,35.2,0.0,61.2,Clear
5846,1,2024-03-15,36.4,0.0,53.9,Clear
5847,2,2024-03-15,35.5,0.0,55.4,Clear
5848,3,2024-03-15,33.0,0.0,53.7,Clear
5849,4,2024-03-15,35.4,0.0,54.5,Clear
5850,5,2024-03-15,38.9,0.0,60.0,Clear
5851,1,2024-03-16,33.1,0.0,50.9,Clear
5852,2,2024-03-16,39.9,0.0,50.0,Clear
5853,3,2024-03-16,35.3,0.0,56.8,Clear
5854,4,2024-03-16,34.2,0.0,50.0,Clear
5855,5,2024-03-16,33.0,0.0,52.3,Clear
5856,1,2024-03-17,38.3,0.0,55.0,Clear
5857,2,2024-03-17,33.7,0.0,55.5,Clear
5858,3,2024-03-17,36.7,0.0,53.3,Clear
5859,4,2024-03-17,37.3,0.0,48.6,Clear
5860,5,2024-03-17,37.9,0.0,55.0,Clear
5861,1,2024-03-18,33.3,0.0,48.9,Clear
5862,2,2024-03-18,30.8,0.0,51.2,Clear
5863,3,2024-03-18,36.5,0.0,50.2,Clear
5864,4,2024-03-18,31.1,0.0,50.5,Clear
5865,5,2024-03-18,34.0,0.0,53.3,Clear
5866,1,2024-03-19,37.6,0.0,61.2,Clear
5867,2,2024-03-19,40.0,0.0,46.9,Clear
5868,3,2024-03-19,32.9,0.0,58.5,Clear
5869,4,2024-03-19,33.9,0.0,59.3,Clear
5870,5,2024-03-19,35.5,0.0,62.9,Clear
5871,1,2024-03-20,37.7,0.0,52.9,Clear
5872,2,2024-03-20,34.8,0.0,53.5,Clear
5873,3,2024-03-20,31.2,0.0,62.4,Clear
5874,4,2024-03-20,36.9,0.0,53.3,Clear
5875,5,2024-03-20,38.3,0.0,51.8,Clear
5876,1,2024-03-21,37.5,0.0,48.6,Clear
5877,2,2024-03-21,34.5,0.0,56.0,Clear
5878,3,2024-03-21,36.0,0.0,59.2,Clear
5879,4,2024-03-21,36.5,0.0,57.7,Clear
5880,5,2024-03-21,33.0,0.0,56.5,Clear
5881,1,2024-03-22,38.9,0.0,48.0,Clear
5882,2,2024-03-22,34.1,0.0,48.4,Clear
5883,3,2024-03-22,33.2,0.0,55.1,Clear
5884,4,2024-03-22,33.7,0.0,60.7,Clear
5885,5,2024-03-22,35.6,0.0,52.7,Clear
5886,1,2024-03-23,38.0,0.0,59.5,Clear
5887,2,2024-03-23,32.2,0.0,51.6,Clear
5888,3,2024-03-23,36.2,0.0,56.8,Clear
5889,4,2024-03-23,32.4,0.0,58.7,Clear
5890,5,2024-03-23,32.8,0.0,61.5,Clear
5891,1,2024-03-24,32.2,0.0,52.4,Clear
5892,2,2024-03-24,33.6,0.0,55.8,Clear
5893,3,2024-03-24,34.5,0.0,49.3,Clear
5894,4,2024-03-24,31.5,0.0,57.7,Clear
5895,5,2024-03-24,35.7,0.0,55.5,Clear
5896,1,2024-03-25,35.5,0.46,67.7,Cloudy
5897,2,2024-03-25,37.9,0.46,53.6,Cloudy
5898,3,2024-03-25,33.7,0.46,40.7,Cloudy
5899,4,2024-03-25,37.7,0.46,58.9,Cloudy
5900,5,2024-03-25,33.6,0.46,47.8,Cloudy
5901,1,2024-03-26,36.1,0.0,54.6,Clear
5902,2,2024-03-26,36.7,0.0,55.4,Clear
5903,3,2024-03-26,37.4,0.0,56.8,Clear
5904,4,2024-03-26,37.1,0.0,44.6,Clear
5905,5,2024-03-26,31.9,0.0,53.2,Clear
5906,1,2024-03-27,33.5,0.14,45.2,Cloudy
5907,2,2024-03-27,37.2,0.14,52.2,Cloudy
5908,3,2024-03-27,42.4,0.14,51.3,Cloudy
5909,4,2024-03-27,40.3,0.14,58.7,Cloudy
5910,5,2024-03-27,32.4,0.14,56.2,Cloudy
5911,1,2024-03-28,34.4,0.0,59.2,Clear
5912,2,2024-03-28,37.0,0.0,58.0,Clear
5913,3,2024-03-28,35.0,0.0,49.1,Clear
5914,4,2024-03-28,34.8,0.0,55.9,Clear
5915,5,2024-03-28,30.3,0.0,55.8,Clear
5916,1,2024-03-29,31.8,0.0,53.3,Clear
5917,2,2024-03-29,34.2,0.0,64.7,Clear
5918,3,2024-03-29,35.6,0.0,60.2,Clear
5919,4,2024-03-29,34.7,0.0,45.6,Clear
5920,5,2024-03-29,36.7,0.0,51.7,Clear
5921,1,2024-03-30,32.4,0.0,55.4,Clear
5922,2,2024-03-30,37.7,0.0,59.7,Clear
5923,3,2024-03-30,39.0,0.0,63.6,Clear
5924,4,2024-03-30,29.9,0.0,49.0,Clear
5925,5,2024-03-30,30.5,0.0,58.2,Clear
5926,1,2024-03-31,33.8,0.0,53.9,Clear
5927,2,2024-03-31,36.0,0.0,47.6,Clear
5928,3,2024-03-31,31.9,0.0,55.0,Clear
5929,4,2024-03-31,38.0,0.0,54.9,Clear
5930,5,2024-03-31,33.0,0.0,44.3,Clear
5931,1,2024-04-01,33.2,0.0,49.3,Clear
5932,2,2024-04-01,30.7,0.0,47.8,Clear
5933,3,2024-04-01,32.6,0.0,53.8,Clear
5934,4,2024-04-01,32.0,0.0,55.9,Clear
5935,5,2024-04-01,34.4,0.0,66.1,Clear
5936,1,2024-04-02,35.4,0.0,55.9,Clear
5937,2,2024-04-02,32.4,0.0,55.5,Clear
5938,3,2024-04-02,36.9,0.0,55.5,Clear
5939,4,2024-04-02,38.5,0.0,44.1,Clear
5940,5,2024-04-02,32.9,0.0,62.4,Clear
5941,1,2024-04-03,36.4,0.0,61.2,Clear
5942,2,2024-04-03,30.2,0.0,59.0,Clear
5943,3,2024-04-03,37.7,0.0,51.7,Clear
5944,4,2024-04-03,41.6,0.0,56.0,Clear
5945,5,2024-04-03,29.5,0.0,56.9,Clear
5946,1,2024-04-04,36.4,0.06,52.0,Cloudy
5947,2,2024-04-04,38.8,0.06,59.7,Cloudy
5948,3,2024-04-04,32.9,0.06,54.2,Cloudy
5949,4,2024-04-04,36.3,0.06,53.2,Cloudy
5950,5,2024-04-04,34.2,0.06,55.2,Cloudy
5951,1,2024-04-05,29.4,0.0,56.2,Clear
5952,2,2024-04-05,30.0,0.0,50.0,Clear
5953,3,2024-04-05,30.6,0.0,46.8,Clear
5954,4,2024-04-05,36.1,0.0,53.9,Clear
5955,5,2024-04-05,34.4,0.0,48.4,Clear
5956,1,2024-04-06,35.9,0.0,54.7,Clear
5957,2,2024-04-06,37.1,0.0,59.8,Clear
5958,3,2024-04-06,34.4,0.0,45.7,Clear
5959,4,2024-04-06,33.1,0.0,54.5,Clear
5960,5,2024-04-06,33.1,0.0,49.7,Clear
5961,1,2024-04-07,41.1,0.0,52.6,Clear
5962,2,2024-04-07,35.0,0.0,48.4,Clear
5963,3,2024-04-07,38.1,0.0,59.4,Clear
5964,4,2024-04-07,37.0,0.0,61.8,Clear
5965,5,2024-04-07,33.9,0.0,53.5,Clear
5966,1,2024-04-08,29.5,0.12,57.3,Cloudy
5967,2,2024-04-08,33.5,0.12,59.5,Cloudy
5968,3,2024-04-08,36.0,0.12,46.3,Cloudy
5969,4,2024-04-08,35.7,0.12,56.1,Cloudy
5970,5,2024-04-08,35.9,0.12,57.9,Cloudy
5971,1,2024-04-09,36.0,0.0,55.1,Clear
5972,2,2024-04-09,37.9,0.0,66.2,Clear
