order_id,store_id,order_date,total_amount,payment_method,customer_count
9837,12,2022-01-29,62191.9,UPI,671
9838,13,2022-01-29,106715.28,Credit Card,1311
9839,14,2022-01-29,39496.13,Cash,601
9840,15,2022-01-29,56020.28,Cash,582
9841,16,2022-01-29,60490.6,UPI,603
9842,17,2022-01-29,44738.52,UPI,550
9843,18,2022-01-29,20312.71,UPI,224
9844,19,2022-01-29,31170.39,Wallet,216
9845,20,2022-01-29,27332.59,UPI,226
9846,21,2022-01-29,17979.36,UPI,626
9847,22,2022-01-29,24887.87,Cash,280
9848,23,2022-01-29,49066.17,UPI,698
9849,24,2022-01-29,33400.54,Cash,268
9850,25,2022-01-29,58313.95,UPI,655
9851,1,2022-01-30,58641.66,UPI,655
9852,2,2022-01-30,93537.57,UPI,543
9853,3,2022-01-30,112057.92,UPI,1253
9854,4,2022-01-30,69997.63,UPI,619
9855,5,2022-01-30,14831.79,Cash,210
9856,6,2022-01-30,77833.64,UPI,559
9857,7,2022-01-30,105704.59,Cash,1269
9858,8,2022-01-30,38769.03,UPI,616
9859,9,2022-01-30,45768.34,Credit Card,567
9860,10,2022-01-30,64688.58,Wallet,539
9861,11,2022-01-30,101867.01,Cash,1148
9862,12,2022-01-30,86031.81,UPI,526
9863,13,2022-01-30,190066.19,Credit Card,1275
9864,14,2022-01-30,48994.31,UPI,530
9865,15,2022-01-30,41495.41,UPI,691
9866,16,2022-01-30,75665.74,UPI,523
9867,17,2022-01-30,55043.77,Credit Card,640
9868,18,2022-01-30,17486.74,UPI,251
9869,19,2022-01-30,16907.79,Debit Card,214
9870,20,2022-01-30,15371.78,UPI,231
9871,21,2022-01-30,52483.1,Credit Card,525
9872,22,2022-01-30,20244.27,Cash,216
9873,23,2022-01-30,37161.67,UPI,642
9874,24,2022-01-30,19905.84,Cash,228
9875,25,2022-01-30,32648.33,Cash,565
9876,1,2022-01-31,43536.81,Cash,428
9877,2,2022-01-31,44686.55,Cash,432
9878,3,2022-01-31,43034.21,Credit Card,896
9879,4,2022-01-31,23702.99,Cash,399
9880,5,2022-01-31,8070.05,Credit Card,183
9881,6,2022-01-31,43196.11,UPI,456
9882,7,2022-01-31,75085.18,Cash,851
9883,8,2022-01-31,24437.97,Wallet,420
9884,9,2022-01-31,31132.27,Cash,422
9885,10,2022-01-31,37623.89,UPI,427
9886,11,2022-01-31,84758.24,UPI,926
9887,12,2022-01-31,54163.74,UPI,473
9888,13,2022-01-31,142546.2,UPI,912
9889,14,2022-01-31,39020.5,Cash,422
9890,15,2022-01-31,57000.99,Credit Card,407
9891,16,2022-01-31,33324.16,Cash,475
9892,17,2022-01-31,29106.52,Wallet,395
9893,18,2022-01-31,18955.84,UPI,166
9894,19,2022-01-31,21938.35,Cash,195
9895,20,2022-01-31,14278.3,UPI,198
9896,21,2022-01-31,44045.87,Credit Card,499
9897,22,2022-01-31,9426.88,Cash,199
9898,23,2022-01-31,37869.48,UPI,517
9899,24,2022-01-31,27106.68,Credit Card,170
9900,25,2022-01-31,49380.74,Credit Card,463
9901,1,2022-02-01,54556.41,UPI,591
9902,2,2022-02-01,72822.63,Cash,575
9903,3,2022-02-01,121478.65,UPI,1276
9904,4,2022-02-01,17613.7,Cash,620
9905,5,2022-02-01,23498.64,UPI,239
9906,6,2022-02-01,58270.46,Credit Card,519
9907,7,2022-02-01,78227.59,UPI,1288
9908,8,2022-02-01,35334.63,UPI,585
9909,9,2022-02-01,35000.54,UPI,503
9910,10,2022-02-01,53756.4,UPI,496
9911,11,2022-02-01,56234.61,Credit Card,1123
9912,12,2022-02-01,29841.78,UPI,540
9913,13,2022-02-01,121851.87,Credit Card,1118
9914,14,2022-02-01,48656.46,Cash,521
9915,15,2022-02-01,41608.23,UPI,621
9916,16,2022-02-01,57070.51,Cash,636
9917,17,2022-02-01,38720.3,Cash,652
9918,18,2022-02-01,27151.74,UPI,197
9919,19,2022-02-01,22599.24,Cash,234
9920,20,2022-02-01,15742.6,Cash,240
9921,21,2022-02-01,40097.66,UPI,623
9922,22,2022-02-01,24586.22,UPI,228
9923,23,2022-02-01,21087.46,UPI,608
9924,24,2022-02-01,21572.1,Cash,249
9925,25,2022-02-01,50587.88,Debit Card,515
9926,1,2022-02-02,52580.7,Cash,641
9927,2,2022-02-02,76800.1,Credit Card,530
9928,3,2022-02-02,137382.19,Cash,1230
9929,4,2022-02-02,42339.25,UPI,494
9930,5,2022-02-02,15109.6,Debit Card,211
9931,6,2022-02-02,26484.22,Cash,571
9932,7,2022-02-02,113142.62,Cash,1062
9933,8,2022-02-02,54388.04,Cash,495
9934,9,2022-02-02,38228.19,UPI,486
9935,10,2022-02-02,53421.45,UPI,564
9936,11,2022-02-02,123317.46,UPI,1130
9937,12,2022-02-02,44671.07,UPI,640
9938,13,2022-02-02,84352.68,UPI,1167
9939,14,2022-02-02,33565.94,UPI,532
9940,15,2022-02-02,44729.14,Debit Card,577
9941,16,2022-02-02,80300.39,UPI,548
9942,17,2022-02-02,50250.85,UPI,646
9943,18,2022-02-02,9259.16,Cash,195
9944,19,2022-02-02,23672.29,UPI,208
9945,20,2022-02-02,15480.44,Cash,213
9946,21,2022-02-02,25565.93,UPI,531
9947,22,2022-02-02,30419.13,UPI,214
9948,23,2022-02-02,50962.95,UPI,532
9949,24,2022-02-02,6804.28,Cash,209
9950,25,2022-02-02,47728.97,Debit Card,571
9951,1,2022-02-03,29781.93,Credit Card,484
9952,2,2022-02-03,32624.59,UPI,523
9953,3,2022-02-03,40939.01,Debit Card,979
9954,4,2022-02-03,78028.82,Credit Card,598
9955,5,2022-02-03,7199.0,Debit Card,195
9956,6,2022-02-03,37282.88,Cash,534
9957,7,2022-02-03,110638.63,Wallet,1218
9958,8,2022-02-03,56131.88,UPI,490
9959,9,2022-02-03,19114.41,Cash,558
9960,10,2022-02-03,38928.69,UPI,537
9961,11,2022-02-03,92980.47,Cash,993
9962,12,2022-02-03,40871.46,Debit Card,563
9963,13,2022-02-03,85482.52,Debit Card,1053
9964,14,2022-02-03,47568.38,Cash,634
9965,15,2022-02-03,43360.27,UPI,534
9966,16,2022-02-03,49845.18,Debit Card,593
9967,17,2022-02-03,58267.18,UPI,620
9968,18,2022-02-03,23042.41,Cash,258
9969,19,2022-02-03,21502.33,UPI,214
9970,20,2022-02-03,20318.17,Debit Card,221
9971,21,2022-02-03,68158.0,UPI,489
9972,22,2022-02-03,26257.12,UPI,252
9973,23,2022-02-03,79539.71,UPI,634
9974,24,2022-02-03,13652.12,UPI,235
9975,25,2022-02-03,44745.28,Cash,524
9976,1,2022-02-04,36905.33,UPI,638
9977,2,2022-02-04,30131.96,Wallet,677
9978,3,2022-02-04,105198.53,Credit Card,1115
9979,4,2022-02-04,54322.66,UPI,690
9980,5,2022-02-04,16572.84,Cash,239
9981,6,2022-02-04,64911.98,Credit Card,667
9982,7,2022-02-04,34624.77,Cash,1417
9983,8,2022-02-04,66495.68,Credit Card,536
9984,9,2022-02-04,75299.64,Credit Card,630
9985,10,2022-02-04,46622.3,Cash,565
9986,11,2022-02-04,97475.41,Debit Card,1340
9987,12,2022-02-04,40911.88,UPI,575
9988,13,2022-02-04,59333.17,Credit Card,1287
9989,14,2022-02-04,51946.0,Debit Card,695
9990,15,2022-02-04,55541.19,Cash,689
9991,16,2022-02-04,60211.53,Debit Card,623
9992,17,2022-02-04,81226.33,Cash,634
9993,18,2022-02-04,24125.94,UPI,222
9994,19,2022-02-04,24301.02,Cash,260
9995,20,2022-02-04,20965.12,UPI,280
9996,21,2022-02-04,36400.32,Cash,553
9997,22,2022-02-04,13010.36,UPI,244
9998,23,2022-02-04,23851.03,UPI,666
9999,24,2022-02-04,14776.63,Cash,260
10000,25,2022-02-04,36072.38,UPI,540
10001,1,2022-02-05,62479.8,Cash,795
10002,2,2022-02-05,82943.4,Credit Card,817
10003,3,2022-02-05,195018.44,UPI,1758
10004,4,2022-02-05,109040.33,UPI,757
10005,5,2022-02-05,32074.04,Credit Card,343
10006,6,2022-02-05,64015.66,Cash,877
10007,7,2022-02-05,117420.69,UPI,1703
10008,8,2022-02-05,48452.72,Cash,690
10009,9,2022-02-05,36286.16,UPI,681
10010,10,2022-02-05,67605.62,UPI,771
10011,11,2022-02-05,124803.45,Debit Card,1676
10012,12,2022-02-05,34022.24,UPI,674
10013,13,2022-02-05,177237.84,Cash,1605
10014,14,2022-02-05,68509.71,Debit Card,809
10015,15,2022-02-05,73835.66,UPI,728
10016,16,2022-02-05,78289.22,Cash,665
10017,17,2022-02-05,47983.67,UPI,795
10018,18,2022-02-05,20140.62,UPI,283
10019,19,2022-02-05,17384.37,Cash,314
10020,20,2022-02-05,18863.95,UPI,277
10021,21,2022-02-05,63158.1,UPI,704
10022,22,2022-02-05,40204.09,UPI,281
10023,23,2022-02-05,90619.25,Cash,721
10024,24,2022-02-05,19716.36,Cash,276
10025,25,2022-02-05,62912.67,Cash,731
10026,1,2022-02-06,35041.92,Credit Card,633
10027,2,2022-02-06,87051.53,UPI,667
10028,3,2022-02-06,73756.61,UPI,1192
10029,4,2022-02-06,42428.67,Wallet,602
10030,5,2022-02-06,22858.88,Cash,242
10031,6,2022-02-06,75635.5,Wallet,701
10032,7,2022-02-06,98360.9,Cash,1276
10033,8,2022-02-06,91099.5,UPI,753
10034,9,2022-02-06,65500.05,Cash,721
10035,10,2022-02-06,45878.86,Debit Card,668
10036,11,2022-02-06,83323.36,UPI,1344
10037,12,2022-02-06,48511.48,UPI,641
10038,13,2022-02-06,121975.42,Cash,1171
10039,14,2022-02-06,88534.55,UPI,641
10040,15,2022-02-06,79033.18,Cash,684
10041,16,2022-02-06,24129.25,Debit Card,684
10042,17,2022-02-06,23777.71,Cash,675
10043,18,2022-02-06,18380.11,Debit Card,281
10044,19,2022-02-06,10996.6,Debit Card,233
10045,20,2022-02-06,13490.45,UPI,289
10046,21,2022-02-06,42204.15,UPI,668
10047,22,2022-02-06,26061.96,UPI,305
10048,23,2022-02-06,30486.3,Credit Card,704
10049,24,2022-02-06,17147.7,Debit Card,231
10050,25,2022-02-06,75640.64,Credit Card,638
10051,1,2022-02-07,50179.22,Wallet,539
10052,2,2022-02-07,28268.19,Wallet,529
10053,3,2022-02-07,136958.17,Debit Card,1135
10054,4,2022-02-07,58220.91,Cash,537
10055,5,2022-02-07,13578.78,Cash,217
10056,6,2022-02-07,46091.13,UPI,480
10057,7,2022-02-07,119511.75,UPI,1029
10058,8,2022-02-07,22626.32,Debit Card,542
10059,9,2022-02-07,35879.32,Debit Card,460
10060,10,2022-02-07,31739.15,UPI,473
10061,11,2022-02-07,84410.02,UPI,1077
10062,12,2022-02-07,23177.84,Wallet,559
10063,13,2022-02-07,48281.17,Cash,887
10064,14,2022-02-07,27563.43,Cash,562
10065,15,2022-02-07,41265.87,Cash,566
10066,16,2022-02-07,36207.77,UPI,510
10067,17,2022-02-07,32961.59,Wallet,554
10068,18,2022-02-07,14648.75,Cash,189
10069,19,2022-02-07,16994.04,Cash,205
10070,20,2022-02-07,12255.28,UPI,225
10071,21,2022-02-07,24894.77,Debit Card,534
10072,22,2022-02-07,17995.43,Cash,208
10073,23,2022-02-07,71353.38,Cash,453
10074,24,2022-02-07,9520.5,UPI,173
10075,25,2022-02-07,44699.5,Cash,562
10076,1,2022-02-08,53543.61,Cash,555
10077,2,2022-02-08,47410.94,UPI,483
10078,3,2022-02-08,90335.78,UPI,1135
10079,4,2022-02-08,20844.19,UPI,501
10080,5,2022-02-08,12990.9,Credit Card,226
10081,6,2022-02-08,49865.59,Cash,554
10082,7,2022-02-08,104732.36,UPI,1110
10083,8,2022-02-08,53658.14,Cash,541
10084,9,2022-02-08,26998.75,Wallet,534
10085,10,2022-02-08,32879.6,Wallet,556
10086,11,2022-02-08,82694.89,UPI,895
10087,12,2022-02-08,68082.83,UPI,561
10088,13,2022-02-08,97716.62,UPI,1127
10089,14,2022-02-08,41432.98,Debit Card,491
10090,15,2022-02-08,22770.68,UPI,534
10091,16,2022-02-08,61818.37,Cash,507
10092,17,2022-02-08,41074.51,UPI,502
10093,18,2022-02-08,15643.55,Cash,200
10094,19,2022-02-08,10770.7,Credit Card,212
10095,20,2022-02-08,22272.27,Cash,173
10096,21,2022-02-08,22486.71,UPI,476
10097,22,2022-02-08,13215.58,UPI,203
10098,23,2022-02-08,38506.0,Cash,539
10099,24,2022-02-08,17305.66,Credit Card,186
10100,25,2022-02-08,43345.93,UPI,439
10101,1,2022-02-09,50882.62,Cash,527
10102,2,2022-02-09,39638.16,Cash,484
10103,3,2022-02-09,153669.12,Debit Card,1131
10104,4,2022-02-09,37552.81,UPI,538
10105,5,2022-02-09,13074.77,UPI,207
10106,6,2022-02-09,40922.04,Credit Card,526
10107,7,2022-02-09,56012.69,UPI,1030
10108,8,2022-02-09,27764.35,Cash,557
10109,9,2022-02-09,61742.48,Debit Card,524
10110,10,2022-02-09,53841.35,UPI,558
10111,11,2022-02-09,77885.66,UPI,1015
10112,12,2022-02-09,56808.28,UPI,440
10113,13,2022-02-09,48240.71,UPI,1057
10114,14,2022-02-09,39042.68,Credit Card,522
10115,15,2022-02-09,23199.42,UPI,533
10116,16,2022-02-09,30344.96,Credit Card,536
10117,17,2022-02-09,29727.23,Credit Card,451
10118,18,2022-02-09,20344.47,Cash,183
10119,19,2022-02-09,12979.89,Credit Card,169
10120,20,2022-02-09,26208.49,Credit Card,211
10121,21,2022-02-09,34227.54,UPI,526
10122,22,2022-02-09,19930.71,Cash,209
10123,23,2022-02-09,59307.43,UPI,545
10124,24,2022-02-09,32735.8,UPI,193
10125,25,2022-02-09,45439.82,Credit Card,455
10126,1,2022-02-10,28360.33,UPI,501
10127,2,2022-02-10,41942.44,Credit Card,439
10128,3,2022-02-10,64031.89,Wallet,1136
10129,4,2022-02-10,33065.14,UPI,567
10130,5,2022-02-10,10887.3,UPI,181
10131,6,2022-02-10,29200.35,Cash,465
10132,7,2022-02-10,107378.57,UPI,920
10133,8,2022-02-10,16226.22,UPI,459
10134,9,2022-02-10,35122.82,UPI,527
10135,10,2022-02-10,26288.49,Cash,506
10136,11,2022-02-10,60224.99,Credit Card,1099
10137,12,2022-02-10,28649.47,Debit Card,555
10138,13,2022-02-10,83637.12,UPI,870
10139,14,2022-02-10,39487.28,UPI,502
10140,15,2022-02-10,48909.1,Debit Card,541
10141,16,2022-02-10,36905.23,Debit Card,482
10142,17,2022-02-10,51255.34,UPI,471
10143,18,2022-02-10,11578.06,Cash,190
10144,19,2022-02-10,19294.83,Cash,225
10145,20,2022-02-10,15403.72,Credit Card,179
10146,21,2022-02-10,45313.72,Cash,463
10147,22,2022-02-10,7516.6,Cash,215
10148,23,2022-02-10,85656.25,UPI,440
10149,24,2022-02-10,22241.41,UPI,186
10150,25,2022-02-10,49966.67,UPI,482
10151,1,2022-02-11,56088.23,UPI,561
10152,2,2022-02-11,48779.83,Cash,565
10153,3,2022-02-11,146917.44,Credit Card,1196
10154,4,2022-02-11,30789.22,UPI,618
10155,5,2022-02-11,20304.82,UPI,191
10156,6,2022-02-11,70368.86,UPI,601
10157,7,2022-02-11,74422.31,Credit Card,1221
10158,8,2022-02-11,25908.88,Debit Card,466
10159,9,2022-02-11,57734.28,Credit Card,565
10160,10,2022-02-11,50554.15,UPI,560
10161,11,2022-02-11,173461.78,UPI,1098
10162,12,2022-02-11,39678.6,Cash,528
10163,13,2022-02-11,61406.99,Cash,926
10164,14,2022-02-11,43603.35,UPI,567
10165,15,2022-02-11,45972.03,UPI,587
10166,16,2022-02-11,69150.23,Cash,530
10167,17,2022-02-11,72803.52,UPI,464
10168,18,2022-02-11,8488.56,Debit Card,215
10169,19,2022-02-11,25716.73,Cash,205
10170,20,2022-02-11,25009.67,Cash,220
10171,21,2022-02-11,36223.85,UPI,529
10172,22,2022-02-11,30989.27,UPI,214
10173,23,2022-02-11,31401.46,Credit Card,569
10174,24,2022-02-11,19956.88,Cash,239
10175,25,2022-02-11,64168.12,UPI,570
10176,1,2022-02-12,27338.71,UPI,617
10177,2,2022-02-12,29342.78,Cash,662
10178,3,2022-02-12,161302.85,UPI,1341
10179,4,2022-02-12,74974.87,Cash,574
10180,5,2022-02-12,23841.73,UPI,256
10181,6,2022-02-12,42720.8,UPI,734
10182,7,2022-02-12,220027.07,Cash,1373
10183,8,2022-02-12,41925.96,Cash,666
10184,9,2022-02-12,101563.61,Cash,653
10185,10,2022-02-12,61551.13,Debit Card,730
10186,11,2022-02-12,150317.78,UPI,1296
10187,12,2022-02-12,81293.06,Cash,761
10188,13,2022-02-12,167184.25,Cash,1442
10189,14,2022-02-12,36555.58,Cash,704
10190,15,2022-02-12,49309.88,UPI,670
10191,16,2022-02-12,68326.58,UPI,569
10192,17,2022-02-12,58573.81,UPI,663
10193,18,2022-02-12,18738.38,Debit Card,265
10194,19,2022-02-12,13311.0,Credit Card,248
10195,20,2022-02-12,9226.03,Wallet,264
10196,21,2022-02-12,61400.22,UPI,697
10197,22,2022-02-12,26322.49,Wallet,278
10198,23,2022-02-12,39271.21,Credit Card,596
10199,24,2022-02-12,22842.08,UPI,300
10200,25,2022-02-12,89510.01,Wallet,704
10201,1,2022-02-13,20867.14,UPI,648
10202,2,2022-02-13,57160.48,Debit Card,703
10203,3,2022-02-13,137096.03,Cash,1269
10204,4,2022-02-13,58735.18,UPI,644
10205,5,2022-02-13,26873.93,Credit Card,273
10206,6,2022-02-13,38051.56,Cash,731
10207,7,2022-02-13,101912.18,UPI,1465
10208,8,2022-02-13,66049.14,Cash,726
10209,9,2022-02-13,62966.17,Credit Card,742
10210,10,2022-02-13,56916.59,UPI,632
10211,11,2022-02-13,196651.84,UPI,1149
10212,12,2022-02-13,89872.57,Debit Card,675
10213,13,2022-02-13,113311.45,Debit Card,1404
10214,14,2022-02-13,40466.73,UPI,581
10215,15,2022-02-13,40820.67,Cash,593
10216,16,2022-02-13,78417.54,UPI,754
10217,17,2022-02-13,62031.81,UPI,683
10218,18,2022-02-13,15881.36,Credit Card,247
10219,19,2022-02-13,27567.2,UPI,257
10220,20,2022-02-13,24325.11,Debit Card,268
10221,21,2022-02-13,62991.25,Cash,588
10222,22,2022-02-13,32550.24,UPI,290
10223,23,2022-02-13,34400.05,Cash,659
10224,24,2022-02-13,14390.37,UPI,291
10225,25,2022-02-13,50256.62,Wallet,722
10226,1,2022-02-14,47046.84,Cash,472
10227,2,2022-02-14,45069.23,UPI,465
10228,3,2022-02-14,76308.81,UPI,922
10229,4,2022-02-14,37590.59,Wallet,519
10230,5,2022-02-14,10987.26,Cash,194
10231,6,2022-02-14,58460.05,Debit Card,424
10232,7,2022-02-14,68874.7,UPI,1060
10233,8,2022-02-14,64979.74,UPI,443
10234,9,2022-02-14,60581.25,Credit Card,549
10235,10,2022-02-14,51502.73,Cash,548
10236,11,2022-02-14,63050.12,UPI,859
10237,12,2022-02-14,32292.58,Cash,554
10238,13,2022-02-14,120000.59,Wallet,972
10239,14,2022-02-14,39984.11,UPI,519
10240,15,2022-02-14,42759.51,Credit Card,491
10241,16,2022-02-14,33561.59,Credit Card,507
10242,17,2022-02-14,40449.54,Cash,521
10243,18,2022-02-14,14562.09,UPI,212
10244,19,2022-02-14,20767.81,UPI,226
10245,20,2022-02-14,21017.1,UPI,207
10246,21,2022-02-14,55903.33,Credit Card,468
10247,22,2022-02-14,20164.91,Debit Card,191
10248,23,2022-02-14,23959.8,UPI,554
10249,24,2022-02-14,17267.36,UPI,202
10250,25,2022-02-14,48975.72,Cash,453
10251,1,2022-02-15,38867.46,Credit Card,511
10252,2,2022-02-15,42633.22,Credit Card,443
10253,3,2022-02-15,55776.2,UPI,953
10254,4,2022-02-15,63297.96,Credit Card,431
10255,5,2022-02-15,16239.98,Cash,204
10256,6,2022-02-15,30199.64,Credit Card,568
10257,7,2022-02-15,143676.47,UPI,1126
10258,8,2022-02-15,41128.96,Cash,464
10259,9,2022-02-15,56730.2,Cash,551
10260,10,2022-02-15,34744.83,Credit Card,521
10261,11,2022-02-15,41178.92,UPI,1031
10262,12,2022-02-15,41988.79,Cash,528
10263,13,2022-02-15,94693.57,UPI,1078
10264,14,2022-02-15,64387.24,Debit Card,439
10265,15,2022-02-15,30631.28,UPI,479
10266,16,2022-02-15,46783.28,Credit Card,472
10267,17,2022-02-15,16291.61,Credit Card,566
10268,18,2022-02-15,13742.84,UPI,201
10269,19,2022-02-15,15512.77,Cash,225
10270,20,2022-02-15,15650.49,UPI,214
10271,21,2022-02-15,44775.62,Debit Card,529
10272,22,2022-02-15,13872.23,Cash,201
10273,23,2022-02-15,17132.67,UPI,455
10274,24,2022-02-15,11590.34,Debit Card,174
10275,25,2022-02-15,51098.76,Wallet,440
10276,1,2022-02-16,35891.39,UPI,455
10277,2,2022-02-16,42357.1,Credit Card,519
10278,3,2022-02-16,86244.49,UPI,915
10279,4,2022-02-16,41776.63,Cash,430
10280,5,2022-02-16,19498.22,UPI,201
10281,6,2022-02-16,45399.58,Debit Card,531
10282,7,2022-02-16,104075.23,UPI,860
10283,8,2022-02-16,42351.57,Cash,530
10284,9,2022-02-16,31222.25,UPI,544
10285,10,2022-02-16,32508.87,Credit Card,491
10286,11,2022-02-16,59264.96,Cash,1094
10287,12,2022-02-16,60965.78,Cash,434
10288,13,2022-02-16,133826.9,Debit Card,1122
10289,14,2022-02-16,53194.64,UPI,473
10290,15,2022-02-16,40894.03,Credit Card,548
10291,16,2022-02-16,35802.65,Cash,480
10292,17,2022-02-16,24266.86,Cash,469
10293,18,2022-02-16,22168.61,Credit Card,172
10294,19,2022-02-16,14682.87,UPI,187
10295,20,2022-02-16,20201.69,Debit Card,171
10296,21,2022-02-16,39639.64,UPI,460
10297,22,2022-02-16,13999.25,UPI,169
10298,23,2022-02-16,40547.47,Credit Card,549
10299,24,2022-02-16,14352.36,Debit Card,204
10300,25,2022-02-16,30990.05,Cash,534
10301,1,2022-02-17,41624.77,UPI,463
10302,2,2022-02-17,23151.21,Debit Card,495
10303,3,2022-02-17,127136.46,Credit Card,955
10304,4,2022-02-17,27138.09,Wallet,447
10305,5,2022-02-17,12372.94,Cash,227
10306,6,2022-02-17,56244.18,Cash,527
10307,7,2022-02-17,80886.21,UPI,841
10308,8,2022-02-17,31869.03,Cash,453
10309,9,2022-02-17,24557.41,UPI,465
10310,10,2022-02-17,45375.67,UPI,446
10311,11,2022-02-17,82952.82,Debit Card,942
10312,12,2022-02-17,44540.87,UPI,552
10313,13,2022-02-17,76572.6,UPI,1020
10314,14,2022-02-17,25758.28,Cash,478
10315,15,2022-02-17,24655.36,Debit Card,442
10316,16,2022-02-17,36073.06,UPI,445
10317,17,2022-02-17,64493.68,UPI,497
10318,18,2022-02-17,19432.91,UPI,223
10319,19,2022-02-17,17457.76,UPI,193
10320,20,2022-02-17,12907.84,Cash,185
10321,21,2022-02-17,52304.91,Credit Card,462
10322,22,2022-02-17,12799.99,Cash,214
10323,23,2022-02-17,64532.44,UPI,498
10324,24,2022-02-17,16683.63,Debit Card,170
10325,25,2022-02-17,43779.69,UPI,435
10326,1,2022-02-18,23887.12,Wallet,482
10327,2,2022-02-18,34416.81,Debit Card,611
10328,3,2022-02-18,89377.81,UPI,1208
10329,4,2022-02-18,68808.84,Cash,506
10330,5,2022-02-18,16041.79,UPI,248
10331,6,2022-02-18,14765.91,Debit Card,619
10332,7,2022-02-18,115650.77,Credit Card,1020
10333,8,2022-02-18,36002.14,Credit Card,624
10334,9,2022-02-18,82229.12,UPI,481
10335,10,2022-02-18,47769.85,UPI,550
10336,11,2022-02-18,80153.99,UPI,1209
10337,12,2022-02-18,66549.21,Credit Card,518
10338,13,2022-02-18,135563.4,Credit Card,1120
10339,14,2022-02-18,49312.45,UPI,516
10340,15,2022-02-18,24509.96,Credit Card,534
10341,16,2022-02-18,21807.97,Credit Card,463
10342,17,2022-02-18,18146.31,Cash,602
10343,18,2022-02-18,26844.49,UPI,214
10344,19,2022-02-18,20190.22,UPI,220
10345,20,2022-02-18,16960.67,Cash,185
10346,21,2022-02-18,40642.57,Cash,493
10347,22,2022-02-18,21361.75,UPI,211
10348,23,2022-02-18,27128.65,Cash,601
10349,24,2022-02-18,20274.64,Cash,200
10350,25,2022-02-18,48993.94,UPI,475
10351,1,2022-02-19,77129.15,UPI,723
10352,2,2022-02-19,46085.92,Debit Card,573
10353,3,2022-02-19,83115.53,Credit Card,1254
10354,4,2022-02-19,89472.12,Cash,661
10355,5,2022-02-19,15263.57,Credit Card,234
10356,6,2022-02-19,64156.4,UPI,680
10357,7,2022-02-19,74903.09,Credit Card,1364
10358,8,2022-02-19,104915.83,Debit Card,642
10359,9,2022-02-19,27883.63,Debit Card,606
10360,10,2022-02-19,69831.23,UPI,677
10361,11,2022-02-19,147169.36,Cash,1276
10362,12,2022-02-19,28377.81,Cash,710
10363,13,2022-02-19,172753.17,Credit Card,1396
10364,14,2022-02-19,73131.94,Cash,589
10365,15,2022-02-19,36198.47,Cash,613
10366,16,2022-02-19,67876.89,UPI,650
10367,17,2022-02-19,53661.95,Cash,624
10368,18,2022-02-19,7575.94,UPI,276
10369,19,2022-02-19,29075.54,Cash,300
10370,20,2022-02-19,14398.71,Cash,244
10371,21,2022-02-19,80795.58,Cash,602
10372,22,2022-02-19,24409.27,UPI,236
10373,23,2022-02-19,80255.93,Wallet,709
10374,24,2022-02-19,31839.72,Cash,278
10375,25,2022-02-19,42769.85,Debit Card,702
10376,1,2022-02-20,63649.72,Cash,679
10377,2,2022-02-20,26436.51,UPI,720
10378,3,2022-02-20,138510.05,Cash,1221
10379,4,2022-02-20,37556.64,Debit Card,767
10380,5,2022-02-20,14747.46,Cash,238
10381,6,2022-02-20,38629.56,Cash,707
10382,7,2022-02-20,96313.71,UPI,1336
10383,8,2022-02-20,29463.44,Cash,640
10384,9,2022-02-20,105114.28,Debit Card,690
10385,10,2022-02-20,72384.92,UPI,701
10386,11,2022-02-20,124160.61,Debit Card,1382
10387,12,2022-02-20,100692.71,Cash,593
10388,13,2022-02-20,82499.69,Wallet,1326
10389,14,2022-02-20,55510.99,Debit Card,573
10390,15,2022-02-20,30630.11,Cash,584
10391,16,2022-02-20,57300.44,Wallet,757
10392,17,2022-02-20,105853.31,Cash,615
10393,18,2022-02-20,21395.58,UPI,273
10394,19,2022-02-20,21695.41,Debit Card,291
10395,20,2022-02-20,22739.03,Cash,284
10396,21,2022-02-20,85077.13,Credit Card,766
10397,22,2022-02-20,24217.88,UPI,290
10398,23,2022-02-20,57479.11,UPI,716
10399,24,2022-02-20,17948.92,UPI,288
10400,25,2022-02-20,32291.42,Cash,709
10401,1,2022-02-21,31968.91,Cash,432
10402,2,2022-02-21,63616.28,UPI,446
10403,3,2022-02-21,177024.31,UPI,924
10404,4,2022-02-21,51583.07,UPI,449
10405,5,2022-02-21,31008.73,Cash,202
10406,6,2022-02-21,40743.99,UPI,506
10407,7,2022-02-21,89097.07,UPI,913
10408,8,2022-02-21,68262.93,Cash,556
10409,9,2022-02-21,25210.5,UPI,437
10410,10,2022-02-21,33523.43,Cash,564
10411,11,2022-02-21,124034.13,UPI,923
10412,12,2022-02-21,31569.21,Credit Card,489
10413,13,2022-02-21,89823.41,Credit Card,1053
10414,14,2022-02-21,46068.84,UPI,562
10415,15,2022-02-21,40477.06,UPI,516
10416,16,2022-02-21,57766.6,Credit Card,546
10417,17,2022-02-21,31760.04,Credit Card,463
10418,18,2022-02-21,11905.89,UPI,214
10419,19,2022-02-21,21100.7,Cash,226
10420,20,2022-02-21,17107.27,UPI,197
10421,21,2022-02-21,50304.67,Cash,518
10422,22,2022-02-21,19365.68,Cash,187
10423,23,2022-02-21,33318.24,UPI,481
10424,24,2022-02-21,16696.83,Debit Card,223
10425,25,2022-02-21,40287.05,UPI,526
10426,1,2022-02-22,43723.2,Cash,538
