po_item_id,po_id,product_id,quantity,purchase_price
6763,6763,112,513,81.22
6764,6764,118,1560,28.3
6765,6765,130,879,78.85
6766,6766,1,772,55.17
6767,6767,34,801,43.5
6768,6768,109,1093,243.71
6769,6769,121,1590,19.83
6770,6770,157,513,63.44
6771,6771,172,510,222.98
6772,6772,10,1546,15.85
6773,6773,97,1245,24.68
6774,6774,100,1853,26.43
6775,6775,46,1753,85.72
6776,6776,115,5400,10.6
6777,6777,139,2189,24.64
6778,6778,82,1240,24.78
6779,6779,85,1566,16.99
6780,6780,97,1313,24.68
6781,6781,70,380,34.87
6782,6782,76,152,78.28
6783,6783,103,1841,10.76
6784,6784,136,407,168.0
6785,6785,139,999,24.64
6786,6786,142,801,30.95
6787,6787,154,827,42.32
6788,6788,160,811,133.73
6789,6789,115,4992,10.6
6790,6790,4,796,106.29
6791,6791,40,2216,55.1
6792,6792,55,849,25.1
6793,6793,37,788,39.98
6794,6794,43,702,155.95
6795,6795,61,1136,40.93
6796,6796,142,803,30.95
6797,6797,94,4100,44.46
6798,6798,148,1379,113.54
6799,6799,187,593,15.92
6800,6800,13,1525,18.61
6801,6801,55,914,25.1
6802,6802,61,1110,40.93
6803,6803,1,1753,55.17
6804,6804,19,1348,10.65
6805,6805,22,595,48.88
6806,6806,28,3364,34.63
6807,6807,58,2526,33.9
6808,6808,61,2469,40.93
6809,6809,148,1384,113.54
6810,6810,154,1689,42.32
6811,6811,19,707,10.65
6812,6812,22,322,48.88
6813,6813,46,762,85.72
6814,6814,148,653,113.54
6815,6815,16,1615,13.43
6816,6816,64,564,132.94
6817,6817,100,1846,26.43
6818,6818,109,1066,243.71
6819,6819,157,514,63.44
6820,6820,4,775,106.29
6821,6821,52,881,37.54
6822,6822,55,839,25.1
6823,6823,76,435,78.28
6824,6824,94,1888,44.46
6825,6825,109,1083,243.71
6826,6826,178,276,353.84
6827,6827,64,566,132.94
6828,6828,79,1233,69.27
6829,6829,103,1923,10.76
6830,6830,115,2346,10.6
6831,6831,127,388,51.13
6832,6832,166,431,138.67
6833,6833,13,602,18.61
6834,6834,67,405,17.77
6835,6835,88,578,13.61
6836,6836,97,478,24.68
6837,6837,187,116,15.92
6838,6838,70,400,34.87
6839,6839,118,576,28.3
6840,6840,151,193,86.28
6841,6841,37,310,39.98
6842,6842,118,578,28.3
6843,6843,160,305,133.73
6844,6844,16,1542,13.43
6845,6845,19,714,10.65
6846,6846,58,1112,33.9
6847,6847,61,1156,40.93
6848,6848,79,1246,69.27
6849,6849,151,518,86.28
6850,6850,175,286,165.47
6851,6851,4,322,106.29
6852,6852,34,334,43.5
6853,6853,55,331,25.1
6854,6854,67,389,17.77
6855,6855,115,900,10.6
6856,6856,157,194,63.44
6857,6857,49,768,86.8
6858,6858,52,855,37.54
6859,6859,124,832,42.87
6860,6860,130,867,78.85
6861,6861,25,1143,44.76
6862,6862,34,344,43.5
6863,6863,46,318,85.72
6864,6864,79,506,69.27
6865,6865,127,154,51.13
6866,6866,151,199,86.28
6867,6867,130,923,78.85
6868,6868,34,801,43.5
6869,6869,109,1122,243.71
6870,6870,121,1636,19.83
6871,6871,157,513,63.44
6872,6872,172,510,222.98
6873,6873,91,1869,55.77
6874,6874,97,1284,24.68
6875,6875,100,1853,26.43
6876,6876,46,1811,85.72
6877,6877,139,2189,24.64
6878,6878,82,1268,24.78
6879,6879,85,1566,16.99
6880,6880,97,1356,24.68
6881,6881,166,387,138.67
6882,6882,70,380,34.87
6883,6883,76,152,78.28
6884,6884,121,587,19.83
6885,6885,103,1921,10.76
6886,6886,136,407,168.0
6887,6887,139,1039,24.64
6888,6888,142,834,30.95
6889,6889,154,827,42.32
6890,6890,4,817,106.29
6891,6891,55,849,25.1
6892,6892,67,1081,17.77
6893,6893,37,809,39.98
6894,6894,43,702,155.95
6895,6895,61,1168,40.93
6896,6896,142,803,30.95
6897,6897,148,1379,113.54
6898,6898,163,1704,41.13
6899,6899,187,593,15.92
6900,6900,13,1572,18.61
6901,6901,55,938,25.1
6902,6902,61,1110,40.93
6903,6903,19,1348,10.65
6904,6904,58,2526,33.9
6905,6905,61,2534,40.93
6906,6906,148,1423,113.54
6907,6907,154,1689,42.32
6908,6908,19,717,10.65
6909,6909,22,322,48.88
6910,6910,46,762,85.72
6911,6911,148,653,113.54
6912,6912,16,1615,13.43
6913,6913,64,564,132.94
6914,6914,100,1933,26.43
6915,6915,109,1066,243.71
6916,6916,157,527,63.44
6917,6917,163,781,41.13
6918,6918,4,803,106.29
6919,6919,55,863,25.1
6920,6920,76,445,78.28
6921,6921,94,1888,44.46
6922,6922,109,1083,243.71
6923,6923,178,287,353.84
6924,6924,64,566,132.94
6925,6925,79,1233,69.27
6926,6926,103,2031,10.76
6927,6927,127,388,51.13
6928,6928,13,616,18.61
6929,6929,88,578,13.61
6930,6930,148,229,113.54
6931,6931,178,115,353.84
6932,6932,187,116,15.92
6933,6933,1,304,55.17
6934,6934,118,587,28.3
6935,6935,121,575,19.83
6936,6936,151,193,86.28
6937,6937,37,320,39.98
6938,6938,67,388,17.77
6939,6939,112,198,81.22
6940,6940,118,578,28.3
6941,6941,160,305,133.73
6942,6942,16,1584,13.43
6943,6943,19,714,10.65
6944,6944,58,1112,33.9
6945,6945,61,1156,40.93
6946,6946,79,1270,69.27
6947,6947,151,518,86.28
6948,6948,4,330,106.29
6949,6949,34,345,43.5
6950,6950,55,331,25.1
6951,6951,67,397,17.77
6952,6952,157,194,63.44
6953,6953,49,768,86.8
6954,6954,124,854,42.87
6955,6955,130,867,78.85
6956,6956,25,1143,44.76
6957,6957,34,344,43.5
6958,6958,46,318,85.72
6959,6959,79,506,69.27
6960,6960,127,154,51.13
6961,6961,151,206,86.28
6962,6962,130,923,78.85
6963,6963,34,801,43.5
6964,6964,43,688,155.95
6965,6965,109,1151,243.71
6966,6966,157,513,63.44
6967,6967,172,510,222.98
6968,6968,91,1869,55.77
6969,6969,97,1284,24.68
6970,6970,100,1940,26.43
6971,6971,139,2243,24.64
6972,6972,82,1268,24.78
6973,6973,166,387,138.67
6974,6974,70,380,34.87
6975,6975,76,156,78.28
6976,6976,121,587,19.83
6977,6977,139,1039,24.64
6978,6978,4,817,106.29
6979,6979,10,1544,15.85
6980,6980,55,849,25.1
6981,6981,67,1081,17.77
6982,6982,37,829,39.98
6983,6983,43,718,155.95
6984,6984,61,1168,40.93
6985,6985,142,803,30.95
6986,6986,82,2731,24.78
6987,6987,148,1379,113.54
6988,6988,163,1753,41.13
6989,6989,13,1572,18.61
6990,6990,19,1348,10.65
6991,6991,148,1423,113.54
6992,6992,154,1689,42.32
6993,6993,19,717,10.65
6994,6994,22,322,48.88
6995,6995,46,762,85.72
6996,6996,148,653,113.54
6997,6997,49,771,86.8
6998,6998,64,564,132.94
6999,6999,109,1089,243.71
7000,7000,163,781,41.13
7001,7001,4,803,106.29
7002,7002,55,885,25.1
7003,7003,109,1083,243.71
7004,7004,178,287,353.84
7005,7005,64,590,132.94
7006,7006,127,388,51.13
7007,7007,88,578,13.61
7008,7008,148,236,113.54
7009,7009,178,115,353.84
7010,7010,1,304,55.17
7011,7011,118,587,28.3
7012,7012,121,575,19.83
7013,7013,67,400,17.77
7014,7014,112,210,81.22
7015,7015,16,1584,13.43
7016,7016,58,1142,33.9
7017,7017,61,1193,40.93
7018,7018,151,518,86.28
7019,7019,34,345,43.5
7020,7020,55,331,25.1
7021,7021,67,405,17.77
7022,7022,154,310,42.32
7023,7023,157,199,63.44
7024,7024,49,768,86.8
7025,7025,25,1143,44.76
7026,7026,46,318,85.72
7027,7027,127,154,51.13
7028,7028,151,211,86.28
7029,7029,130,923,78.85
7030,7030,34,801,43.5
7031,7031,43,688,155.95
7032,7032,109,1151,243.71
7033,7033,172,510,222.98
7034,7034,91,1931,55.77
7035,7035,97,1284,24.68
7036,7036,100,1940,26.43
7037,7037,133,778,52.43
7038,7038,139,2243,24.64
7039,7039,82,1306,24.78
7040,7040,166,387,138.67
7041,7041,70,386,34.87
7042,7042,76,160,78.28
7043,7043,121,587,19.83
7044,7044,139,1075,24.64
7045,7045,4,817,106.29
7046,7046,10,1544,15.85
7047,7047,55,849,25.1
7048,7048,67,1113,17.77
7049,7049,136,384,168.0
7050,7050,37,829,39.98
7051,7051,43,718,155.95
7052,7052,61,1168,40.93
7053,7053,82,2814,24.78
7054,7054,13,1572,18.61
7055,7055,19,1386,10.65
7056,7056,148,1423,113.54
7057,7057,19,717,10.65
7058,7058,46,762,85.72
7059,7059,49,801,86.8
7060,7060,64,581,132.94
7061,7061,109,1089,243.71
7062,7062,163,781,41.13
7063,7063,4,803,106.29
7064,7064,55,911,25.1
7065,7065,178,287,353.84
7066,7066,46,778,85.72
7067,7067,52,860,37.54
7068,7068,142,771,30.95
7069,7069,1,307,55.17
7070,7070,88,578,13.61
7071,7071,148,236,113.54
7072,7072,178,115,353.84
7073,7073,1,304,55.17
7074,7074,118,587,28.3
7075,7075,121,575,19.83
7076,7076,46,310,85.72
7077,7077,67,400,17.77
7078,7078,112,210,81.22
7079,7079,1,787,55.17
7080,7080,16,1625,13.43
7081,7081,61,1193,40.93
7082,7082,1,310,55.17
7083,7083,34,345,43.5
7084,7084,67,405,17.77
7085,7085,154,310,42.32
7086,7086,10,1522,15.85
7087,7087,43,687,155.95
7088,7088,49,787,86.8
7089,7089,169,313,78.91
7090,7090,25,1178,44.76
7091,7091,127,154,51.13
7092,7092,34,801,43.5
7093,7093,43,709,155.95
7094,7094,187,310,15.92
7095,7095,91,2008,55.77
7096,7096,97,1284,24.68
7097,7097,100,2060,26.43
7098,7098,133,778,52.43
7099,7099,139,2243,24.64
7100,7100,16,1536,13.43
7101,7101,166,408,138.67
7102,7102,121,587,19.83
7103,7103,94,1875,44.46
7104,7104,139,1075,24.64
7105,7105,178,270,353.84
7106,7106,181,275,103.51
7107,7107,4,817,106.29
7108,7108,10,1611,15.85
7109,7109,67,1157,17.77
7110,7110,136,384,168.0
7111,7111,37,859,39.98
7112,7112,43,718,155.95
7113,7113,43,1548,155.95
7114,7114,82,2814,24.78
7115,7115,19,1439,10.65
7116,7116,79,2661,69.27
7117,7117,127,794,51.13
7118,7118,19,750,10.65
7119,7119,46,762,85.72
7120,7120,157,501,63.44
7121,7121,49,801,86.8
7122,7122,4,841,106.29
7123,7123,64,539,132.94
7124,7124,178,304,353.84
7125,7125,46,812,85.72
7126,7126,52,860,37.54
7127,7127,142,771,30.95
7128,7128,175,273,165.47
7129,7129,1,320,55.17
7130,7130,7,306,40.37
7131,7131,64,196,132.94
7132,7132,148,246,113.54
7133,7133,178,119,353.84
7134,7134,1,313,55.17
7135,7135,121,575,19.83
7136,7136,46,310,85.72
7137,7137,64,191,132.94
7138,7138,67,400,17.77
7139,7139,112,210,81.22
7140,7140,1,787,55.17
7141,7141,61,1193,40.93
7142,7142,139,974,24.64
7143,7143,184,308,85.76
7144,7144,1,310,55.17
7145,7145,76,158,78.28
7146,7146,154,322,42.32
7147,7147,10,1522,15.85
7148,7148,43,687,155.95
7149,7149,148,610,113.54
7150,7150,169,313,78.91
7151,7151,40,790,55.1
7152,7152,13,1570,18.61
7153,7153,43,709,155.95
7154,7154,64,533,132.94
7155,7155,187,310,15.92
7156,7156,16,1535,13.43
7157,7157,91,2008,55.77
7158,7158,97,1284,24.68
7159,7159,100,2160,26.43
7160,7160,34,1523,43.5
7161,7161,70,2295,34.87
7162,7162,133,778,52.43
7163,7163,139,2243,24.64
7164,7164,16,1590,13.43
7165,7165,166,408,138.67
7166,7166,121,587,19.83
7167,7167,94,1944,44.46
7168,7168,97,1235,24.68
7169,7169,139,1075,24.64
7170,7170,1,783,55.17
7171,7171,178,270,353.84
7172,7172,181,281,103.51
7173,7173,4,848,106.29
7174,7174,97,1264,24.68
7175,7175,136,384,168.0
7176,7176,43,1548,155.95
7177,7177,82,2814,24.78
7178,7178,28,1547,34.63
7179,7179,19,1439,10.65
7180,7180,79,2661,69.27
7181,7181,127,794,51.13
7182,7182,19,750,10.65
7183,7183,46,794,85.72
7184,7184,157,501,63.44
7185,7185,49,801,86.8
7186,7186,4,841,106.29
7187,7187,64,539,132.94
7188,7188,70,1078,34.87
7189,7189,178,304,353.84
7190,7190,46,848,85.72
7191,7191,52,860,37.54
7192,7192,142,803,30.95
7193,7193,163,787,41.13
7194,7194,175,273,165.47
7195,7195,1,320,55.17
7196,7196,7,306,40.37
7197,7197,25,1156,44.76
7198,7198,64,207,132.94
7199,7199,148,253,113.54
7200,7200,178,129,353.84
7201,7201,121,608,19.83
7202,7202,46,310,85.72
7203,7203,64,191,132.94
7204,7204,67,400,17.77
7205,7205,112,219,81.22
7206,7206,1,804,55.17
7207,7207,61,1193,40.93
7208,7208,97,1254,24.68
7209,7209,139,1016,24.64
7210,7210,184,308,85.76
7211,7211,1,310,55.17
7212,7212,31,316,66.95
7213,7213,76,158,78.28
7214,7214,154,322,42.32
7215,7215,10,1584,15.85
7216,7216,43,687,155.95
7217,7217,148,610,113.54
7218,7218,166,388,138.67
7219,7219,169,313,78.91
7220,7220,40,790,55.1
7221,7221,13,1620,18.61
7222,7222,28,1528,34.63
7223,7223,121,1579,19.83
7224,7224,172,494,222.98
7225,7225,43,709,155.95
7226,7226,64,533,132.94
7227,7227,187,318,15.92
7228,7228,16,1535,13.43
7229,7229,70,1071,34.87
7230,7230,91,2008,55.77
7231,7231,97,1284,24.68
7232,7232,34,1523,43.5
7233,7233,70,2295,34.87
7234,7234,94,4081,44.46
7235,7235,133,778,52.43
7236,7236,139,2243,24.64
7237,7237,16,1590,13.43
7238,7238,43,685,155.95
7239,7239,130,849,78.85
7240,7240,166,408,138.67
7241,7241,121,587,19.83
7242,7242,94,1944,44.46
7243,7243,97,1235,24.68
7244,7244,1,783,55.17
7245,7245,91,1868,55.77
7246,7246,178,270,353.84
7247,7247,181,288,103.51
7248,7248,4,848,106.29
7249,7249,97,1264,24.68
7250,7250,136,397,168.0
7251,7251,43,1548,155.95
7252,7252,82,2814,24.78
7253,7253,28,1547,34.63
7254,7254,85,1541,16.99
7255,7255,166,381,138.67
7256,7256,79,2661,69.27
7257,7257,97,2678,24.68
7258,7258,127,794,51.13
7259,7259,157,501,63.44
7260,7260,49,801,86.8
7261,7261,4,841,106.29
7262,7262,64,539,132.94
7263,7263,70,1078,34.87
7264,7264,52,860,37.54
7265,7265,142,803,30.95
7266,7266,163,811,41.13
7267,7267,175,273,165.47
7268,7268,1,335,55.17
7269,7269,7,306,40.37
7270,7270,25,1179,44.76
7271,7271,64,212,132.94
7272,7272,133,152,52.43
7273,7273,178,131,353.84
7274,7274,64,191,132.94
7275,7275,112,225,81.22
7276,7276,1,804,55.17
7277,7277,97,1254,24.68
7278,7278,139,1016,24.64
7279,7279,142,778,30.95
7280,7280,184,308,85.76
7281,7281,31,316,66.95
7282,7282,76,158,78.28
7283,7283,154,327,42.32
7284,7284,43,687,155.95
7285,7285,148,610,113.54
7286,7286,166,397,138.67
7287,7287,169,313,78.91
7288,7288,40,790,55.1
7289,7289,13,1620,18.61
7290,7290,28,1528,34.63
7291,7291,121,1630,19.83
7292,7292,151,495,86.28
7293,7293,172,494,222.98
7294,7294,7,765,40.37
7295,7295,43,709,155.95
7296,7296,64,533,132.94
7297,7297,112,458,81.22
7298,7298,187,318,15.92
7299,7299,16,1535,13.43
7300,7300,70,1071,34.87
7301,7301,91,2008,55.77
7302,7302,97,1284,24.68
7303,7303,34,1564,43.5
7304,7304,70,2295,34.87
7305,7305,94,4081,44.46
7306,7306,7,776,40.37
7307,7307,16,1590,13.43
7308,7308,43,685,155.95
7309,7309,130,849,78.85
7310,7310,166,414,138.67
7311,7311,94,1987,44.46
7312,7312,97,1235,24.68
7313,7313,49,1733,86.8
7314,7314,136,762,168.0
7315,7315,1,783,55.17
7316,7316,91,1868,55.77
7317,7317,178,270,353.84
7318,7318,181,288,103.51
7319,7319,4,848,106.29
7320,7320,97,1264,24.68
7321,7321,118,1561,28.3
7322,7322,136,397,168.0
7323,7323,43,1606,155.95
7324,7324,28,1587,34.63
7325,7325,79,1221,69.27
7326,7326,85,1541,16.99
7327,7327,97,1223,24.68
7328,7328,151,496,86.28
7329,7329,166,381,138.67
7330,7330,79,2661,69.27
7331,7331,97,2678,24.68
7332,7332,127,794,51.13
7333,7333,157,501,63.44
7334,7334,64,539,132.94
7335,7335,70,1078,34.87
7336,7336,13,1531,18.61
7337,7337,142,803,30.95
7338,7338,163,811,41.13
7339,7339,7,306,40.37
7340,7340,25,1217,44.76
7341,7341,64,218,132.94
7342,7342,133,154,52.43
7343,7343,64,191,132.94
7344,7344,112,225,81.22
7345,7345,97,1254,24.68
7346,7346,139,1016,24.64
7347,7347,142,778,30.95
7348,7348,181,274,103.51
7349,7349,31,322,66.95
7350,7350,76,162,78.28
7351,7351,148,610,113.54
7352,7352,160,776,133.73
7353,7353,166,407,138.67
7354,7354,169,313,78.91
7355,7355,40,790,55.1
7356,7356,85,580,16.99
7357,7357,118,576,28.3
7358,7358,13,1672,18.61
7359,7359,28,1528,34.63
7360,7360,121,1630,19.83
7361,7361,136,394,168.0
7362,7362,151,495,86.28
7363,7363,172,509,222.98
7364,7364,7,765,40.37
7365,7365,64,533,132.94
7366,7366,112,477,81.22
7367,7367,187,318,15.92
7368,7368,16,1535,13.43
7369,7369,70,1071,34.87
7370,7370,91,2008,55.77
7371,7371,97,1319,24.68
7372,7372,34,1564,43.5
7373,7373,70,2295,34.87
7374,7374,94,4081,44.46
7375,7375,7,809,40.37
7376,7376,16,1590,13.43
7377,7377,43,685,155.95
7378,7378,130,849,78.85
7379,7379,166,414,138.67
7380,7380,97,1273,24.68
7381,7381,49,1733,86.8
7382,7382,136,762,168.0
7383,7383,13,1547,18.61
7384,7384,91,1868,55.77
7385,7385,178,270,353.84
7386,7386,46,774,85.72
7387,7387,97,1264,24.68
7388,7388,118,1611,28.3
7389,7389,142,765,30.95
7390,7390,43,1606,155.95
7391,7391,118,3050,28.3
7392,7392,28,1587,34.63
7393,7393,79,1221,69.27
7394,7394,85,1541,16.99
7395,7395,97,1264,24.68
7396,7396,151,496,86.28
7397,7397,166,389,138.67
7398,7398,79,2743,69.27
7399,7399,97,2757,24.68
7400,7400,127,794,51.13
7401,7401,1,762,55.17
7402,7402,157,501,63.44
7403,7403,64,539,132.94
7404,7404,70,1078,34.87
7405,7405,13,1531,18.61
7406,7406,163,811,41.13
7407,7407,7,308,40.37
7408,7408,64,220,132.94
7409,7409,76,156,78.28
7410,7410,133,163,52.43
7411,7411,64,191,132.94
7412,7412,76,152,78.28
7413,7413,112,225,81.22
7414,7414,97,1254,24.68
7415,7415,139,1048,24.64
7416,7416,142,810,30.95
7417,7417,181,274,103.51
7418,7418,31,327,66.95
7419,7419,76,162,78.28
7420,7420,148,610,113.54
7421,7421,160,802,133.73
7422,7422,166,416,138.67
7423,7423,169,321,78.91
7424,7424,85,580,16.99
7425,7425,118,576,28.3
7426,7426,160,308,133.73
7427,7427,13,1716,18.61
7428,7428,28,1528,34.63
7429,7429,121,1630,19.83
7430,7430,136,394,168.0
7431,7431,151,495,86.28
7432,7432,172,528,222.98
7433,7433,181,275,103.51
7434,7434,7,792,40.37
7435,7435,64,533,132.94
7436,7436,112,492,81.22
7437,7437,187,318,15.92
7438,7438,58,1064,33.9
7439,7439,70,1071,34.87
7440,7440,34,1564,43.5
7441,7441,70,2295,34.87
7442,7442,94,4180,44.46
7443,7443,7,809,40.37
7444,7444,43,703,155.95
7445,7445,130,849,78.85
7446,7446,166,414,138.67
7447,7447,97,1273,24.68
7448,7448,49,1763,86.8
7449,7449,136,784,168.0
7450,7450,13,1547,18.61
7451,7451,91,1868,55.77
7452,7452,178,274,353.84
7453,7453,46,774,85.72
7454,7454,97,1288,24.68
7455,7455,142,765,30.95
7456,7456,64,535,132.94
7457,7457,118,3050,28.3
7458,7458,28,1587,34.63
7459,7459,79,1221,69.27
7460,7460,85,1541,16.99
7461,7461,97,1304,24.68
7462,7462,151,496,86.28
7463,7463,166,389,138.67
7464,7464,79,2743,69.27
7465,7465,97,2833,24.68
7466,7466,127,794,51.13
7467,7467,1,762,55.17
7468,7468,64,556,132.94
7469,7469,70,1078,34.87
7470,7470,13,1531,18.61
7471,7471,7,308,40.37
7472,7472,64,220,132.94
7473,7473,76,156,78.28
7474,7474,133,167,52.43
7475,7475,34,309,43.5
7476,7476,52,311,37.54
7477,7477,175,114,165.47
7478,7478,64,191,132.94
7479,7479,76,152,78.28
7480,7480,124,314,42.87
7481,7481,97,1254,24.68
7482,7482,139,1048,24.64
7483,7483,142,810,30.95
7484,7484,181,283,103.51
7485,7485,31,339,66.95
7486,7486,76,162,78.28
7487,7487,160,802,133.73
7488,7488,166,425,138.67
7489,7489,169,321,78.91
7490,7490,85,594,16.99
7491,7491,118,576,28.3
7492,7492,160,308,133.73
7493,7493,28,1528,34.63
7494,7494,64,540,132.94
7495,7495,136,394,168.0
7496,7496,151,495,86.28
7497,7497,172,549,222.98
7498,7498,181,275,103.51
7499,7499,7,792,40.37
7500,7500,64,533,132.94
7501,7501,112,492,81.22
7502,7502,58,1064,33.9
7503,7503,34,1564,43.5
7504,7504,7,809,40.37
7505,7505,43,724,155.95
7506,7506,97,1273,24.68
7507,7507,1,1720,55.17
7508,7508,49,1763,86.8
7509,7509,136,784,168.0
7510,7510,13,1547,18.61
7511,7511,91,1916,55.77
7512,7512,178,277,353.84
7513,7513,46,774,85.72
7514,7514,97,1288,24.68
7515,7515,142,765,30.95
7516,7516,64,535,132.94
7517,7517,118,3050,28.3
7518,7518,79,1221,69.27
7519,7519,97,1304,24.68
7520,7520,151,496,86.28
7521,7521,166,389,138.67
7522,7522,79,2800,69.27
7523,7523,85,3442,16.99
7524,7524,97,2833,24.68
7525,7525,127,814,51.13
7526,7526,139,2156,24.64
7527,7527,1,762,55.17
7528,7528,31,852,66.95
7529,7529,64,556,132.94
7530,7530,136,392,168.0
7531,7531,13,1531,18.61
7532,7532,64,220,132.94
7533,7533,76,156,78.28
7534,7534,34,309,43.5
7535,7535,52,319,37.54
7536,7536,175,119,165.47
7537,7537,64,191,132.94
7538,7538,76,152,78.28
7539,7539,124,314,42.87
7540,7540,97,1254,24.68
7541,7541,139,1048,24.64
7542,7542,142,810,30.95
7543,7543,124,313,42.87
7544,7544,73,390,69.24
7545,7545,157,497,63.44
7546,7546,166,436,138.67
7547,7547,85,594,16.99
7548,7548,118,576,28.3
7549,7549,160,325,133.73
7550,7550,64,540,132.94
7551,7551,136,394,168.0
7552,7552,151,495,86.28
7553,7553,172,549,222.98
7554,7554,181,283,103.51
7555,7555,7,792,40.37
7556,7556,64,533,132.94
7557,7557,112,528,81.22
7558,7558,22,306,48.88
7559,7559,58,1064,33.9
7560,7560,34,1619,43.5
7561,7561,7,809,40.37
7562,7562,43,724,155.95
7563,7563,124,307,42.87
7564,7564,97,1273,24.68
7565,7565,1,1720,55.17
7566,7566,13,1547,18.61
7567,7567,91,1916,55.77
7568,7568,178,277,353.84
7569,7569,97,1288,24.68
7570,7570,64,535,132.94
7571,7571,52,1873,37.54
7572,7572,97,1304,24.68
7573,7573,151,496,86.28
7574,7574,166,411,138.67
7575,7575,85,3442,16.99
7576,7576,97,2833,24.68
7577,7577,139,2156,24.64
7578,7578,1,762,55.17
7579,7579,31,890,66.95
7580,7580,64,573,132.94
7581,7581,136,392,168.0
7582,7582,13,1584,18.61
7583,7583,76,156,78.28
7584,7584,34,313,43.5
7585,7585,52,332,37.54
7586,7586,175,119,165.47
7587,7587,25,1145,44.76
7588,7588,64,191,132.94
7589,7589,70,380,34.87
7590,7590,76,152,78.28
7591,7591,124,328,42.87
7592,7592,97,1254,24.68
7593,7593,139,1048,24.64
7594,7594,124,313,42.87
7595,7595,28,1522,34.63
7596,7596,73,390,69.24
7597,7597,157,497,63.44
7598,7598,85,594,16.99
7599,7599,160,337,133.73
7600,7600,64,558,132.94
7601,7601,172,549,222.98
7602,7602,7,847,40.37
7603,7603,61,1126,40.93
7604,7604,64,533,132.94
7605,7605,112,540,81.22
7606,7606,139,989,24.64
7607,7607,22,306,48.88
7608,7608,58,1149,33.9
7609,7609,160,794,133.73
7610,7610,34,1619,43.5
7611,7611,7,869,40.37
7612,7612,16,576,13.43
7613,7613,124,328,42.87
7614,7614,97,1273,24.68
7615,7615,1,1720,55.17
7616,7616,10,1577,15.85
7617,7617,13,1547,18.61
7618,7618,91,2028,55.77
7619,7619,178,290,353.84
7620,7620,97,1288,24.68
7621,7621,64,578,132.94
7622,7622,52,1998,37.54
7623,7623,97,1406,24.68
7624,7624,166,411,138.67
7625,7625,46,1788,85.72
7626,7626,85,3442,16.99
7627,7627,139,2156,24.64
7628,7628,1,762,55.17
7629,7629,76,391,78.28
7630,7630,31,890,66.95
7631,7631,64,612,132.94
7632,7632,136,392,168.0
7633,7633,13,1584,18.61
7634,7634,151,504,86.28
7635,7635,76,166,78.28
7636,7636,31,317,66.95
7637,7637,34,313,43.5
7638,7638,52,332,37.54
7639,7639,175,119,165.47
7640,7640,25,1145,44.76
7641,7641,70,380,34.87
7642,7642,76,152,78.28
7643,7643,97,1254,24.68
7644,7644,139,1048,24.64
7645,7645,106,794,41.08
7646,7646,124,330,42.87
7647,7647,28,1621,34.63
7648,7648,73,390,69.24
7649,7649,157,497,63.44
7650,7650,85,632,16.99
7651,7651,64,590,132.94
7652,7652,166,400,138.67
7653,7653,172,549,222.98
7654,7654,7,847,40.37
7655,7655,61,1126,40.93
7656,7656,112,540,81.22
7657,7657,139,989,24.64
7658,7658,22,306,48.88
7659,7659,160,794,133.73
7660,7660,175,268,165.47
7661,7661,34,1619,43.5
7662,7662,7,869,40.37
7663,7663,19,689,10.65
7664,7664,16,589,13.43
7665,7665,124,328,42.87
7666,7666,88,1553,13.61
7667,7667,97,1273,24.68
7668,7668,10,1577,15.85
7669,7669,13,1569,18.61
7670,7670,91,2028,55.77
7671,7671,97,1288,24.68
7672,7672,64,578,132.94
7673,7673,52,2055,37.54
7674,7674,97,1406,24.68
7675,7675,46,1828,85.72
7676,7676,85,3442,16.99
7677,7677,139,2156,24.64
7678,7678,181,544,103.51
7679,7679,76,391,78.28
7680,7680,31,890,66.95
7681,7681,136,392,168.0
7682,7682,151,516,86.28
7683,7683,31,317,66.95
7684,7684,34,313,43.5
7685,7685,52,332,37.54
7686,7686,175,119,165.47
7687,7687,25,1145,44.76
7688,7688,70,380,34.87
7689,7689,76,152,78.28
7690,7690,97,1254,24.68
7691,7691,106,794,41.08
7692,7692,124,330,42.87
7693,7693,145,306,55.47
7694,7694,28,1621,34.63
7695,7695,157,497,63.44
7696,7696,7,764,40.37
7697,7697,64,590,132.94
7698,7698,154,768,42.32
7699,7699,166,400,138.67
7700,7700,7,847,40.37
7701,7701,61,1126,40.93
7702,7702,112,540,81.22
7703,7703,139,989,24.64
7704,7704,175,268,165.47
7705,7705,7,869,40.37
7706,7706,19,701,10.65
7707,7707,70,1090,34.87
7708,7708,16,589,13.43
7709,7709,88,1586,13.61
7710,7710,10,1577,15.85
7711,7711,64,591,132.94
7712,7712,52,2055,37.54
7713,7713,97,1432,24.68
7714,7714,46,1869,85.72
7715,7715,55,1835,25.1
7716,7716,85,3442,16.99
7717,7717,139,2156,24.64
7718,7718,181,544,103.51
7719,7719,76,391,78.28
7720,7720,31,910,66.95
7721,7721,151,516,86.28
7722,7722,31,322,66.95
7723,7723,70,380,34.87
7724,7724,121,570,19.83
7725,7725,106,810,41.08
7726,7726,145,306,55.47
7727,7727,28,1662,34.63
7728,7728,157,497,63.44
7729,7729,7,764,40.37
7730,7730,64,590,132.94
7731,7731,154,768,42.32
7732,7732,166,400,138.67
7733,7733,7,847,40.37
7734,7734,61,1126,40.93
7735,7735,112,540,81.22
