inventory_id,store_id,product_id,stock_on_hand,reorder_point,safety_stock,max_stock_level,last_updated
639,4,72,0,70,40,450,2024-12-31
640,4,73,362,70,40,450,2024-12-31
641,4,74,0,70,40,450,2024-12-31
642,4,75,0,70,40,450,2024-12-31
643,4,76,368,70,40,450,2024-12-31
644,4,77,0,70,40,450,2024-12-31
645,4,78,0,70,40,450,2024-12-31
646,4,79,3106,224,128,1440,2024-12-31
647,4,80,0,224,128,1440,2024-12-31
648,4,81,0,224,128,1440,2024-12-31
649,4,82,3109,224,128,1440,2024-12-31
650,4,83,0,224,128,1440,2024-12-31
651,4,84,0,280,160,1800,2024-12-31
652,4,85,3730,280,160,1800,2024-12-31
653,4,86,0,280,160,1800,2024-12-31
654,4,87,0,280,160,1800,2024-12-31
655,4,88,717,280,160,1800,2024-12-31
656,4,89,0,336,192,2160,2024-12-31
657,4,90,0,336,192,2160,2024-12-31
658,4,91,5005,336,192,2160,2024-12-31
659,4,92,0,336,192,2160,2024-12-31
660,4,93,0,336,192,2160,2024-12-31
661,4,94,5608,336,192,2160,2024-12-31
662,4,95,0,224,128,1440,2024-12-31
663,4,96,0,224,128,1440,2024-12-31
664,4,97,4899,224,128,1440,2024-12-31
665,4,98,0,224,128,1440,2024-12-31
666,4,99,0,224,128,1440,2024-12-31
667,4,100,686,336,192,2160,2024-12-31
668,4,101,0,336,192,2160,2024-12-31
669,4,102,0,336,192,2160,2024-12-31
670,4,103,3680,336,192,2160,2024-12-31
671,4,104,0,336,192,2160,2024-12-31
672,4,105,0,336,192,2160,2024-12-31
673,4,106,447,336,192,2160,2024-12-31
674,4,107,0,196,112,1260,2024-12-31
675,4,108,0,196,112,1260,2024-12-31
676,4,109,2041,196,112,1260,2024-12-31
677,4,110,0,196,112,1260,2024-12-31
678,4,111,0,196,112,1260,2024-12-31
679,4,112,1114,84,48,540,2024-12-31
680,4,113,0,84,48,540,2024-12-31
681,4,114,0,84,48,540,2024-12-31
682,4,115,6120,385,220,2475,2024-12-31
683,4,116,0,385,220,2475,2024-12-31
684,4,117,0,385,220,2475,2024-12-31
685,4,118,1610,280,160,1800,2024-12-31
686,4,119,0,280,160,1800,2024-12-31
687,4,120,0,280,160,1800,2024-12-31
688,4,121,6033,280,160,1800,2024-12-31
689,4,122,0,84,48,540,2024-12-31
690,4,123,0,84,48,540,2024-12-31
691,4,124,766,140,80,900,2024-12-31
692,4,125,0,140,80,900,2024-12-31
693,4,126,0,70,40,450,2024-12-31
694,4,127,559,70,40,450,2024-12-31
695,4,128,0,56,32,360,2024-12-31
696,4,129,0,56,32,360,2024-12-31
697,4,130,2534,154,88,990,2024-12-31
698,4,131,0,154,88,990,2024-12-31
699,4,132,0,154,88,990,2024-12-31
700,4,133,186,70,40,450,2024-12-31
701,4,134,0,70,40,450,2024-12-31
702,4,135,0,70,40,450,2024-12-31
703,4,136,157,70,40,450,2024-12-31
704,4,137,0,175,100,1125,2024-12-31
705,4,138,0,175,100,1125,2024-12-31
706,4,139,4520,175,100,1125,2024-12-31
707,4,140,0,175,100,1125,2024-12-31
708,4,141,0,140,80,900,2024-12-31
709,4,142,2030,140,80,900,2024-12-31
710,4,143,0,140,80,900,2024-12-31
711,4,144,0,140,80,900,2024-12-31
712,4,145,1445,140,80,900,2024-12-31
713,4,146,0,112,64,720,2024-12-31
714,4,147,0,112,64,720,2024-12-31
715,4,148,348,112,64,720,2024-12-31
716,4,149,0,112,64,720,2024-12-31
717,4,150,0,91,52,585,2024-12-31
718,4,151,1416,91,52,585,2024-12-31
719,4,152,0,91,52,585,2024-12-31
720,4,153,0,140,80,900,2024-12-31
721,4,154,2660,140,80,900,2024-12-31
722,4,155,0,140,80,900,2024-12-31
723,4,156,0,140,80,900,2024-12-31
724,4,157,1306,91,52,585,2024-12-31
725,4,158,0,91,52,585,2024-12-31
726,4,159,0,91,52,585,2024-12-31
727,4,160,201,140,80,900,2024-12-31
728,4,161,0,140,80,900,2024-12-31
729,4,162,0,140,80,900,2024-12-31
730,4,163,689,140,80,900,2024-12-31
731,4,164,0,140,80,900,2024-12-31
732,4,165,0,70,40,450,2024-12-31
733,4,166,1861,70,40,450,2024-12-31
734,4,167,0,42,24,270,2024-12-31
735,4,168,0,42,24,270,2024-12-31
736,4,169,1377,56,32,360,2024-12-31
737,4,170,0,56,32,360,2024-12-31
738,4,171,0,56,32,360,2024-12-31
739,4,172,2058,91,52,585,2024-12-31
740,4,173,0,91,52,585,2024-12-31
741,4,174,0,91,52,585,2024-12-31
742,4,175,1265,49,28,315,2024-12-31
743,4,176,0,49,28,315,2024-12-31
744,4,177,0,49,28,315,2024-12-31
745,4,178,530,49,28,315,2024-12-31
746,4,179,0,49,28,315,2024-12-31
747,4,180,0,49,28,315,2024-12-31
748,4,181,1411,49,28,315,2024-12-31
749,4,182,0,84,48,540,2024-12-31
750,4,183,0,84,48,540,2024-12-31
751,4,184,105,56,32,360,2024-12-31
752,4,185,0,56,32,360,2024-12-31
753,4,186,0,56,32,360,2024-12-31
754,4,187,1240,56,32,360,2024-12-31
755,4,188,0,56,32,360,2024-12-31
756,4,189,0,21,12,135,2024-12-31
757,5,1,678,56,32,360,2024-12-31
758,5,2,0,56,32,360,2024-12-31
759,5,3,0,56,32,360,2024-12-31
760,5,4,1557,56,32,360,2024-12-31
761,5,5,0,56,32,360,2024-12-31
762,5,6,0,56,32,360,2024-12-31
763,5,7,1119,56,32,360,2024-12-31
764,5,8,0,105,60,675,2024-12-31
765,5,9,0,105,60,675,2024-12-31
766,5,10,309,105,60,675,2024-12-31
767,5,11,0,105,60,675,2024-12-31
768,5,12,0,105,60,675,2024-12-31
769,5,13,3072,105,60,675,2024-12-31
770,5,14,0,105,60,675,2024-12-31
771,5,15,0,105,60,675,2024-12-31
772,5,16,1765,105,60,675,2024-12-31
773,5,17,0,56,32,360,2024-12-31
774,5,18,0,56,32,360,2024-12-31
775,5,19,1792,56,32,360,2024-12-31
776,5,20,0,56,32,360,2024-12-31
777,5,21,0,21,12,135,2024-12-31
778,5,22,229,21,12,135,2024-12-31
779,5,23,0,21,12,135,2024-12-31
780,5,24,0,210,120,1350,2024-12-31
781,5,25,631,210,120,1350,2024-12-31
782,5,26,0,210,120,1350,2024-12-31
783,5,27,0,210,120,1350,2024-12-31
784,5,28,907,105,60,675,2024-12-31
785,5,29,0,105,60,675,2024-12-31
786,5,30,0,105,60,675,2024-12-31
787,5,31,645,56,32,360,2024-12-31
788,5,32,0,56,32,360,2024-12-31
789,5,33,0,56,32,360,2024-12-31
790,5,34,1682,56,32,360,2024-12-31
791,5,35,0,56,32,360,2024-12-31
792,5,36,0,56,32,360,2024-12-31
793,5,37,1226,56,32,360,2024-12-31
794,5,38,0,140,80,900,2024-12-31
795,5,39,0,140,80,900,2024-12-31
796,5,40,235,140,80,900,2024-12-31
797,5,41,0,42,24,270,2024-12-31
798,5,42,0,42,24,270,2024-12-31
799,5,43,1034,42,24,270,2024-12-31
800,5,44,0,42,24,270,2024-12-31
801,5,45,0,56,32,360,2024-12-31
802,5,46,446,56,32,360,2024-12-31
803,5,47,0,56,32,360,2024-12-31
804,5,48,0,56,32,360,2024-12-31
805,5,49,459,56,32,360,2024-12-31
806,5,50,0,56,32,360,2024-12-31
807,5,51,0,56,32,360,2024-12-31
808,5,52,824,56,32,360,2024-12-31
809,5,53,0,56,32,360,2024-12-31
810,5,54,0,56,32,360,2024-12-31
811,5,55,1457,56,32,360,2024-12-31
812,5,56,0,70,40,450,2024-12-31
813,5,57,0,70,40,450,2024-12-31
814,5,58,1047,70,40,450,2024-12-31
815,5,59,0,70,40,450,2024-12-31
816,5,60,0,70,40,450,2024-12-31
817,5,61,2492,70,40,450,2024-12-31
818,5,62,0,70,40,450,2024-12-31
819,5,63,0,35,20,225,2024-12-31
820,5,64,1029,35,20,225,2024-12-31
821,5,65,0,35,20,225,2024-12-31
822,5,66,0,35,20,225,2024-12-31
823,5,67,912,70,40,450,2024-12-31
824,5,68,0,70,40,450,2024-12-31
825,5,69,0,70,40,450,2024-12-31
826,5,70,1311,70,40,450,2024-12-31
827,5,71,0,28,16,180,2024-12-31
828,5,72,0,28,16,180,2024-12-31
829,5,73,279,28,16,180,2024-12-31
830,5,74,0,28,16,180,2024-12-31
831,5,75,0,28,16,180,2024-12-31
832,5,76,67,28,16,180,2024-12-31
833,5,77,0,28,16,180,2024-12-31
834,5,78,0,28,16,180,2024-12-31
835,5,79,866,84,48,540,2024-12-31
836,5,80,0,84,48,540,2024-12-31
837,5,81,0,84,48,540,2024-12-31
838,5,82,1839,84,48,540,2024-12-31
839,5,83,0,84,48,540,2024-12-31
840,5,84,0,105,60,675,2024-12-31
841,5,85,505,105,60,675,2024-12-31
842,5,86,0,105,60,675,2024-12-31
843,5,87,0,105,60,675,2024-12-31
844,5,88,2017,105,60,675,2024-12-31
845,5,89,0,126,72,810,2024-12-31
846,5,90,0,126,72,810,2024-12-31
847,5,91,2603,126,72,810,2024-12-31
848,5,92,0,126,72,810,2024-12-31
849,5,93,0,126,72,810,2024-12-31
850,5,94,672,126,72,810,2024-12-31
851,5,95,0,84,48,540,2024-12-31
852,5,96,0,84,48,540,2024-12-31
853,5,97,2060,84,48,540,2024-12-31
854,5,98,0,84,48,540,2024-12-31
855,5,99,0,84,48,540,2024-12-31
856,5,100,284,126,72,810,2024-12-31
857,5,101,0,126,72,810,2024-12-31
858,5,102,0,126,72,810,2024-12-31
859,5,103,454,126,72,810,2024-12-31
860,5,104,0,126,72,810,2024-12-31
861,5,105,0,126,72,810,2024-12-31
862,5,106,2533,126,72,810,2024-12-31
863,5,107,0,70,40,450,2024-12-31
864,5,108,0,70,40,450,2024-12-31
865,5,109,1117,70,40,450,2024-12-31
866,5,110,0,70,40,450,2024-12-31
867,5,111,0,70,40,450,2024-12-31
868,5,112,316,35,20,225,2024-12-31
869,5,113,0,35,20,225,2024-12-31
870,5,114,0,35,20,225,2024-12-31
871,5,115,3673,140,80,900,2024-12-31
872,5,116,0,140,80,900,2024-12-31
873,5,117,0,140,80,900,2024-12-31
874,5,118,1375,105,60,675,2024-12-31
875,5,119,0,105,60,675,2024-12-31
876,5,120,0,105,60,675,2024-12-31
877,5,121,1858,105,60,675,2024-12-31
878,5,122,0,35,20,225,2024-12-31
879,5,123,0,35,20,225,2024-12-31
880,5,124,957,56,32,360,2024-12-31
881,5,125,0,56,32,360,2024-12-31
882,5,126,0,28,16,180,2024-12-31
883,5,127,100,28,16,180,2024-12-31
884,5,128,0,21,12,135,2024-12-31
885,5,129,0,21,12,135,2024-12-31
886,5,130,302,56,32,360,2024-12-31
887,5,131,0,56,32,360,2024-12-31
888,5,132,0,56,32,360,2024-12-31
889,5,133,175,28,16,180,2024-12-31
890,5,134,0,28,16,180,2024-12-31
891,5,135,0,28,16,180,2024-12-31
892,5,136,754,28,16,180,2024-12-31
893,5,137,0,70,40,450,2024-12-31
894,5,138,0,70,40,450,2024-12-31
895,5,139,1651,70,40,450,2024-12-31
896,5,140,0,70,40,450,2024-12-31
897,5,141,0,56,32,360,2024-12-31
898,5,142,212,56,32,360,2024-12-31
899,5,143,0,56,32,360,2024-12-31
900,5,144,0,56,32,360,2024-12-31
901,5,145,601,56,32,360,2024-12-31
902,5,146,0,42,24,270,2024-12-31
903,5,147,0,42,24,270,2024-12-31
904,5,148,550,42,24,270,2024-12-31
905,5,149,0,42,24,270,2024-12-31
906,5,150,0,35,20,225,2024-12-31
907,5,151,124,35,20,225,2024-12-31
908,5,152,0,35,20,225,2024-12-31
909,5,153,0,56,32,360,2024-12-31
910,5,154,960,56,32,360,2024-12-31
911,5,155,0,56,32,360,2024-12-31
912,5,156,0,56,32,360,2024-12-31
913,5,157,327,35,20,225,2024-12-31
914,5,158,0,35,20,225,2024-12-31
915,5,159,0,35,20,225,2024-12-31
916,5,160,85,56,32,360,2024-12-31
917,5,161,0,56,32,360,2024-12-31
918,5,162,0,56,32,360,2024-12-31
919,5,163,392,56,32,360,2024-12-31
920,5,164,0,56,32,360,2024-12-31
921,5,165,0,28,16,180,2024-12-31
922,5,166,802,28,16,180,2024-12-31
923,5,167,0,14,8,90,2024-12-31
924,5,168,0,14,8,90,2024-12-31
925,5,169,540,21,12,135,2024-12-31
926,5,170,0,21,12,135,2024-12-31
927,5,171,0,21,12,135,2024-12-31
928,5,172,584,35,20,225,2024-12-31
929,5,173,0,35,20,225,2024-12-31
930,5,174,0,35,20,225,2024-12-31
931,5,175,45,21,12,135,2024-12-31
932,5,176,0,21,12,135,2024-12-31
933,5,177,0,21,12,135,2024-12-31
934,5,178,474,21,12,135,2024-12-31
935,5,179,0,21,12,135,2024-12-31
936,5,180,0,21,12,135,2024-12-31
937,5,181,546,21,12,135,2024-12-31
938,5,182,0,35,20,225,2024-12-31
939,5,183,0,35,20,225,2024-12-31
940,5,184,59,21,12,135,2024-12-31
941,5,185,0,21,12,135,2024-12-31
942,5,186,0,21,12,135,2024-12-31
943,5,187,353,21,12,135,2024-12-31
944,5,188,0,21,12,135,2024-12-31
945,5,189,0,7,4,45,2024-12-31
946,6,1,1310,140,80,900,2024-12-31
947,6,2,0,140,80,900,2024-12-31
948,6,3,0,140,80,900,2024-12-31
949,6,4,4788,140,80,900,2024-12-31
950,6,5,0,140,80,900,2024-12-31
951,6,6,0,140,80,900,2024-12-31
952,6,7,2002,140,80,900,2024-12-31
953,6,8,0,280,160,1800,2024-12-31
954,6,9,0,280,160,1800,2024-12-31
955,6,10,2401,280,160,1800,2024-12-31
956,6,11,0,280,160,1800,2024-12-31
957,6,12,0,280,160,1800,2024-12-31
958,6,13,5624,280,160,1800,2024-12-31
959,6,14,0,280,160,1800,2024-12-31
960,6,15,0,280,160,1800,2024-12-31
961,6,16,4064,280,160,1800,2024-12-31
962,6,17,0,126,72,810,2024-12-31
963,6,18,0,126,72,810,2024-12-31
964,6,19,2228,126,72,810,2024-12-31
965,6,20,0,126,72,810,2024-12-31
966,6,21,0,56,32,360,2024-12-31
967,6,22,466,56,32,360,2024-12-31
968,6,23,0,56,32,360,2024-12-31
969,6,24,0,630,360,4050,2024-12-31
970,6,25,6788,630,360,4050,2024-12-31
971,6,26,0,630,360,4050,2024-12-31
972,6,27,0,630,360,4050,2024-12-31
973,6,28,5565,280,160,1800,2024-12-31
974,6,29,0,280,160,1800,2024-12-31
975,6,30,0,280,160,1800,2024-12-31
976,6,31,2949,154,88,990,2024-12-31
977,6,32,0,154,88,990,2024-12-31
978,6,33,0,154,88,990,2024-12-31
979,6,34,2187,140,80,900,2024-12-31
980,6,35,0,140,80,900,2024-12-31
981,6,36,0,140,80,900,2024-12-31
982,6,37,2082,140,80,900,2024-12-31
983,6,38,0,385,220,2475,2024-12-31
984,6,39,0,385,220,2475,2024-12-31
985,6,40,3131,385,220,2475,2024-12-31
986,6,41,0,126,72,810,2024-12-31
987,6,42,0,126,72,810,2024-12-31
988,6,43,1904,126,72,810,2024-12-31
989,6,44,0,126,72,810,2024-12-31
990,6,45,0,140,80,900,2024-12-31
991,6,46,2020,140,80,900,2024-12-31
992,6,47,0,140,80,900,2024-12-31
993,6,48,0,140,80,900,2024-12-31
994,6,49,341,140,80,900,2024-12-31
995,6,50,0,140,80,900,2024-12-31
996,6,51,0,154,88,990,2024-12-31
997,6,52,618,154,88,990,2024-12-31
998,6,53,0,154,88,990,2024-12-31
999,6,54,0,154,88,990,2024-12-31
1000,6,55,803,154,88,990,2024-12-31
1001,6,56,0,196,112,1260,2024-12-31
1002,6,57,0,196,112,1260,2024-12-31
1003,6,58,2097,196,112,1260,2024-12-31
1004,6,59,0,196,112,1260,2024-12-31
1005,6,60,0,196,112,1260,2024-12-31
1006,6,61,4553,196,112,1260,2024-12-31
1007,6,62,0,196,112,1260,2024-12-31
1008,6,63,0,98,56,630,2024-12-31
1009,6,64,1918,98,56,630,2024-12-31
1010,6,65,0,98,56,630,2024-12-31
1011,6,66,0,98,56,630,2024-12-31
1012,6,67,507,196,112,1260,2024-12-31
1013,6,68,0,196,112,1260,2024-12-31
1014,6,69,0,196,112,1260,2024-12-31
1015,6,70,284,196,112,1260,2024-12-31
1016,6,71,0,70,40,450,2024-12-31
1017,6,72,0,70,40,450,2024-12-31
1018,6,73,230,70,40,450,2024-12-31
1019,6,74,0,70,40,450,2024-12-31
1020,6,75,0,70,40,450,2024-12-31
1021,6,76,511,70,40,450,2024-12-31
1022,6,77,0,70,40,450,2024-12-31
1023,6,78,0,70,40,450,2024-12-31
1024,6,79,2638,224,128,1440,2024-12-31
1025,6,80,0,224,128,1440,2024-12-31
1026,6,81,0,224,128,1440,2024-12-31
1027,6,82,3686,224,128,1440,2024-12-31
1028,6,83,0,224,128,1440,2024-12-31
1029,6,84,0,280,160,1800,2024-12-31
1030,6,85,1799,280,160,1800,2024-12-31
1031,6,86,0,280,160,1800,2024-12-31
1032,6,87,0,280,160,1800,2024-12-31
1033,6,88,5665,280,160,1800,2024-12-31
1034,6,89,0,336,192,2160,2024-12-31
1035,6,90,0,336,192,2160,2024-12-31
1036,6,91,7481,336,192,2160,2024-12-31
1037,6,92,0,336,192,2160,2024-12-31
1038,6,93,0,336,192,2160,2024-12-31
1039,6,94,7631,336,192,2160,2024-12-31
1040,6,95,0,224,128,1440,2024-12-31
1041,6,96,0,224,128,1440,2024-12-31
1042,6,97,3961,224,128,1440,2024-12-31
1043,6,98,0,224,128,1440,2024-12-31
1044,6,99,0,224,128,1440,2024-12-31
1045,6,100,7680,336,192,2160,2024-12-31
1046,6,101,0,336,192,2160,2024-12-31
1047,6,102,0,336,192,2160,2024-12-31
1048,6,103,2833,336,192,2160,2024-12-31
1049,6,104,0,336,192,2160,2024-12-31
1050,6,105,0,336,192,2160,2024-12-31
1051,6,106,1511,336,192,2160,2024-12-31
1052,6,107,0,196,112,1260,2024-12-31
1053,6,108,0,196,112,1260,2024-12-31
1054,6,109,3137,196,112,1260,2024-12-31
1055,6,110,0,196,112,1260,2024-12-31
1056,6,111,0,196,112,1260,2024-12-31
1057,6,112,1371,84,48,540,2024-12-31
1058,6,113,0,84,48,540,2024-12-31
1059,6,114,0,84,48,540,2024-12-31
1060,6,115,5493,385,220,2475,2024-12-31
1061,6,116,0,385,220,2475,2024-12-31
1062,6,117,0,385,220,2475,2024-12-31
1063,6,118,822,280,160,1800,2024-12-31
1064,6,119,0,280,160,1800,2024-12-31
1065,6,120,0,280,160,1800,2024-12-31
1066,6,121,4260,280,160,1800,2024-12-31
1067,6,122,0,84,48,540,2024-12-31
1068,6,123,0,84,48,540,2024-12-31
1069,6,124,247,140,80,900,2024-12-31
1070,6,125,0,140,80,900,2024-12-31
1071,6,126,0,70,40,450,2024-12-31
1072,6,127,1392,70,40,450,2024-12-31
1073,6,128,0,56,32,360,2024-12-31
1074,6,129,0,56,32,360,2024-12-31
1075,6,130,2015,154,88,990,2024-12-31
1076,6,131,0,154,88,990,2024-12-31
1077,6,132,0,154,88,990,2024-12-31
1078,6,133,1972,70,40,450,2024-12-31
1079,6,134,0,70,40,450,2024-12-31
1080,6,135,0,70,40,450,2024-12-31
1081,6,136,1286,70,40,450,2024-12-31
1082,6,137,0,175,100,1125,2024-12-31
1083,6,138,0,175,100,1125,2024-12-31
1084,6,139,4018,175,100,1125,2024-12-31
1085,6,140,0,175,100,1125,2024-12-31
1086,6,141,0,140,80,900,2024-12-31
1087,6,142,717,140,80,900,2024-12-31
1088,6,143,0,140,80,900,2024-12-31
1089,6,144,0,140,80,900,2024-12-31
1090,6,145,1035,140,80,900,2024-12-31
1091,6,146,0,112,64,720,2024-12-31
1092,6,147,0,112,64,720,2024-12-31
1093,6,148,2278,112,64,720,2024-12-31
1094,6,149,0,112,64,720,2024-12-31
1095,6,150,0,91,52,585,2024-12-31
1096,6,151,1695,91,52,585,2024-12-31
1097,6,152,0,91,52,585,2024-12-31
1098,6,153,0,140,80,900,2024-12-31
1099,6,154,468,140,80,900,2024-12-31
1100,6,155,0,140,80,900,2024-12-31
1101,6,156,0,140,80,900,2024-12-31
1102,6,157,2008,91,52,585,2024-12-31
1103,6,158,0,91,52,585,2024-12-31
1104,6,159,0,91,52,585,2024-12-31
1105,6,160,1896,140,80,900,2024-12-31
1106,6,161,0,140,80,900,2024-12-31
1107,6,162,0,140,80,900,2024-12-31
1108,6,163,837,140,80,900,2024-12-31
1109,6,164,0,140,80,900,2024-12-31
1110,6,165,0,70,40,450,2024-12-31
1111,6,166,1995,70,40,450,2024-12-31
1112,6,167,0,42,24,270,2024-12-31
1113,6,168,0,42,24,270,2024-12-31
1114,6,169,1098,56,32,360,2024-12-31
1115,6,170,0,56,32,360,2024-12-31
1116,6,171,0,56,32,360,2024-12-31
1117,6,172,1653,91,52,585,2024-12-31
1118,6,173,0,91,52,585,2024-12-31
1119,6,174,0,91,52,585,2024-12-31
1120,6,175,741,49,28,315,2024-12-31
1121,6,176,0,49,28,315,2024-12-31
1122,6,177,0,49,28,315,2024-12-31
1123,6,178,1661,49,28,315,2024-12-31
1124,6,179,0,49,28,315,2024-12-31
1125,6,180,0,49,28,315,2024-12-31
1126,6,181,332,49,28,315,2024-12-31
1127,6,182,0,84,48,540,2024-12-31
1128,6,183,0,84,48,540,2024-12-31
1129,6,184,579,56,32,360,2024-12-31
1130,6,185,0,56,32,360,2024-12-31
1131,6,186,0,56,32,360,2024-12-31
1132,6,187,1134,56,32,360,2024-12-31
1133,6,188,0,56,32,360,2024-12-31
1134,6,189,0,21,12,135,2024-12-31
1135,7,1,786,315,180,2025,2024-12-31
1136,7,2,0,315,180,2025,2024-12-31
1137,7,3,0,315,180,2025,2024-12-31
1138,7,4,7129,315,180,2025,2024-12-31
1139,7,5,0,315,180,2025,2024-12-31
1140,7,6,0,315,180,2025,2024-12-31
1141,7,7,7034,315,180,2025,2024-12-31
1142,7,8,0,630,360,4050,2024-12-31
1143,7,9,0,630,360,4050,2024-12-31
1144,7,10,7454,630,360,4050,2024-12-31
1145,7,11,0,630,360,4050,2024-12-31
1146,7,12,0,630,360,4050,2024-12-31
1147,7,13,16315,630,360,4050,2024-12-31
1148,7,14,0,630,360,4050,2024-12-31
1149,7,15,0,630,360,4050,2024-12-31
1150,7,16,2044,630,360,4050,2024-12-31
1151,7,17,0,245,140,1575,2024-12-31
1152,7,18,0,245,140,1575,2024-12-31
1153,7,19,3985,245,140,1575,2024-12-31
1154,7,20,0,245,140,1575,2024-12-31
1155,7,21,0,105,60,675,2024-12-31
1156,7,22,926,105,60,675,2024-12-31
1157,7,23,0,105,60,675,2024-12-31
1158,7,24,0,1400,800,9000,2024-12-31
1159,7,25,17503,1400,800,9000,2024-12-31
1160,7,26,0,1400,800,9000,2024-12-31
1161,7,27,0,1400,800,9000,2024-12-31
1162,7,28,2216,560,320,3600,2024-12-31
1163,7,29,0,560,320,3600,2024-12-31
1164,7,30,0,560,320,3600,2024-12-31
1165,7,31,6095,315,180,2025,2024-12-31
1166,7,32,0,315,180,2025,2024-12-31
1167,7,33,0,315,180,2025,2024-12-31
1168,7,34,4928,280,160,1800,2024-12-31
1169,7,35,0,280,160,1800,2024-12-31
1170,7,36,0,280,160,1800,2024-12-31
1171,7,37,1924,280,160,1800,2024-12-31
1172,7,38,0,770,440,4950,2024-12-31
1173,7,39,0,770,440,4950,2024-12-31
1174,7,40,6072,770,440,4950,2024-12-31
1175,7,41,0,280,160,1800,2024-12-31
1176,7,42,0,280,160,1800,2024-12-31
1177,7,43,6988,280,160,1800,2024-12-31
1178,7,44,0,280,160,1800,2024-12-31
1179,7,45,0,315,180,2025,2024-12-31
1180,7,46,335,315,180,2025,2024-12-31
1181,7,47,0,315,180,2025,2024-12-31
1182,7,48,0,315,180,2025,2024-12-31
1183,7,49,6624,315,180,2025,2024-12-31
1184,7,50,0,315,180,2025,2024-12-31
1185,7,51,0,336,192,2160,2024-12-31
1186,7,52,3552,336,192,2160,2024-12-31
1187,7,53,0,336,192,2160,2024-12-31
1188,7,54,0,336,192,2160,2024-12-31
1189,7,55,4732,336,192,2160,2024-12-31
1190,7,56,0,420,240,2700,2024-12-31
1191,7,57,0,420,240,2700,2024-12-31
1192,7,58,8535,420,240,2700,2024-12-31
1193,7,59,0,420,240,2700,2024-12-31
1194,7,60,0,420,240,2700,2024-12-31
1195,7,61,7272,420,240,2700,2024-12-31
1196,7,62,0,420,240,2700,2024-12-31
1197,7,63,0,210,120,1350,2024-12-31
1198,7,64,6128,210,120,1350,2024-12-31
1199,7,65,0,210,120,1350,2024-12-31
1200,7,66,0,210,120,1350,2024-12-31
1201,7,67,667,420,240,2700,2024-12-31
1202,7,68,0,420,240,2700,2024-12-31
1203,7,69,0,420,240,2700,2024-12-31
1204,7,70,6620,420,240,2700,2024-12-31
1205,7,71,0,154,88,990,2024-12-31
1206,7,72,0,154,88,990,2024-12-31
1207,7,73,803,154,88,990,2024-12-31
1208,7,74,0,154,88,990,2024-12-31
1209,7,75,0,154,88,990,2024-12-31
1210,7,76,3465,140,80,900,2024-12-31
1211,7,77,0,140,80,900,2024-12-31
1212,7,78,0,140,80,900,2024-12-31
1213,7,79,4054,490,280,3150,2024-12-31
1214,7,80,0,490,280,3150,2024-12-31
1215,7,81,0,490,280,3150,2024-12-31
1216,7,82,4411,490,280,3150,2024-12-31
1217,7,83,0,490,280,3150,2024-12-31
1218,7,84,0,616,352,3960,2024-12-31
1219,7,85,3747,616,352,3960,2024-12-31
1220,7,86,0,616,352,3960,2024-12-31
1221,7,87,0,616,352,3960,2024-12-31
1222,7,88,14700,616,352,3960,2024-12-31
1223,7,89,0,735,420,4725,2024-12-31
1224,7,90,0,735,420,4725,2024-12-31
1225,7,91,1623,735,420,4725,2024-12-31
1226,7,92,0,735,420,4725,2024-12-31
1227,7,93,0,735,420,4725,2024-12-31
1228,7,94,3120,735,420,4725,2024-12-31
1229,7,95,0,490,280,3150,2024-12-31
1230,7,96,0,490,280,3150,2024-12-31
1231,7,97,10434,490,280,3150,2024-12-31
1232,7,98,0,490,280,3150,2024-12-31
1233,7,99,0,490,280,3150,2024-12-31
1234,7,100,11939,735,420,4725,2024-12-31
1235,7,101,0,735,420,4725,2024-12-31
1236,7,102,0,735,420,4725,2024-12-31
1237,7,103,5508,735,420,4725,2024-12-31
1238,7,104,0,735,420,4725,2024-12-31
1239,7,105,0,735,420,4725,2024-12-31
1240,7,106,14256,735,420,4725,2024-12-31
1241,7,107,0,420,240,2700,2024-12-31
1242,7,108,0,420,240,2700,2024-12-31
1243,7,109,2967,420,240,2700,2024-12-31
1244,7,110,0,420,240,2700,2024-12-31
1245,7,111,0,420,240,2700,2024-12-31
1246,7,112,2139,175,100,1125,2024-12-31
1247,7,113,0,175,100,1125,2024-12-31
1248,7,114,0,175,100,1125,2024-12-31
1249,7,115,4538,840,480,5400,2024-12-31
1250,7,116,0,840,480,5400,2024-12-31
1251,7,117,0,840,480,5400,2024-12-31
1252,7,118,9016,560,320,3600,2024-12-31
1253,7,119,0,560,320,3600,2024-12-31
1254,7,120,0,560,320,3600,2024-12-31
1255,7,121,5263,560,320,3600,2024-12-31
1256,7,122,0,175,100,1125,2024-12-31
1257,7,123,0,175,100,1125,2024-12-31
1258,7,124,1524,280,160,1800,2024-12-31
1259,7,125,0,280,160,1800,2024-12-31
1260,7,126,0,140,80,900,2024-12-31
1261,7,127,418,140,80,900,2024-12-31
1262,7,128,0,112,64,720,2024-12-31
1263,7,129,0,112,64,720,2024-12-31
1264,7,130,8086,336,192,2160,2024-12-31
1265,7,131,0,336,192,2160,2024-12-31
1266,7,132,0,336,192,2160,2024-12-31
1267,7,133,697,140,80,900,2024-12-31
1268,7,134,0,140,80,900,2024-12-31
1269,7,135,0,140,80,900,2024-12-31
1270,7,136,724,140,80,900,2024-12-31
1271,7,137,0,385,220,2475,2024-12-31
