po_id,supplier_id,store_id,order_date,expected_delivery,status,total_cost
1236,3,24,2021-02-07,2021-02-12,DELIVERED,15098.71
1237,4,24,2021-02-07,2021-02-13,DELIVERED,40990.95
1238,1,24,2021-02-07,2021-02-12,DELIVERED,17306.64
1239,4,24,2021-02-07,2021-02-14,DELIVERED,9705.93
1240,6,24,2021-02-07,2021-02-11,DELIVERED,1846.72
1241,3,25,2021-02-07,2021-02-11,DELIVERED,22188.4
1242,3,25,2021-02-07,2021-02-12,DELIVERED,23214.0
1243,4,1,2021-02-08,2021-02-16,DELIVERED,106743.78
1244,5,1,2021-02-08,2021-02-12,DELIVERED,69940.64
1245,4,2,2021-02-08,2021-02-16,DELIVERED,84500.55
1246,4,2,2021-02-08,2021-02-16,DELIVERED,35191.5
1247,3,2,2021-02-08,2021-02-13,DELIVERED,20768.86
1248,7,2,2021-02-08,2021-02-12,DELIVERED,20080.69
1249,4,2,2021-02-08,2021-02-17,DELIVERED,127098.6
1250,4,2,2021-02-08,2021-02-17,DELIVERED,99782.88
1251,6,3,2021-02-08,2021-02-13,DELIVERED,14654.4
1252,6,3,2021-02-08,2021-02-13,DELIVERED,122183.75
1253,3,3,2021-02-08,2021-02-12,DELIVERED,46284.4
1254,3,3,2021-02-08,2021-02-12,DELIVERED,41599.57
1255,5,3,2021-02-08,2021-02-12,DELIVERED,153994.05
1256,7,3,2021-02-08,2021-02-12,DELIVERED,129192.0
1257,2,3,2021-02-08,2021-02-11,DELIVERED,55245.75
1258,6,3,2021-02-08,2021-02-14,DELIVERED,95511.96
1259,4,4,2021-02-08,2021-02-16,DELIVERED,36888.0
1260,6,4,2021-02-08,2021-02-14,DELIVERED,31504.24
1261,4,4,2021-02-08,2021-02-17,DELIVERED,105907.23
1262,4,4,2021-02-08,2021-02-17,DELIVERED,116395.56
1263,6,5,2021-02-08,2021-02-14,DELIVERED,11072.95
1264,4,5,2021-02-08,2021-02-17,DELIVERED,13224.0
1265,6,5,2021-02-08,2021-02-13,DELIVERED,37428.0
1266,1,5,2021-02-08,2021-02-10,DELIVERED,10939.92
1267,4,5,2021-02-08,2021-02-16,DELIVERED,41660.19
1268,6,5,2021-02-08,2021-02-14,DELIVERED,18236.7
1269,5,5,2021-02-08,2021-02-13,DELIVERED,28612.08
1270,7,5,2021-02-08,2021-02-12,DELIVERED,12814.88
1271,1,5,2021-02-08,2021-02-10,DELIVERED,9862.4
1272,6,6,2021-02-08,2021-02-13,DELIVERED,32423.78
1273,7,6,2021-02-08,2021-02-13,DELIVERED,35775.62
1274,3,6,2021-02-08,2021-02-12,DELIVERED,21084.0
1275,3,7,2021-02-08,2021-02-13,DELIVERED,107353.0
1276,6,7,2021-02-08,2021-02-14,DELIVERED,60889.54
1277,4,7,2021-02-08,2021-02-17,DELIVERED,227708.91
1278,7,7,2021-02-08,2021-02-12,DELIVERED,560289.29
1279,1,7,2021-02-08,2021-02-10,DELIVERED,86682.9
1280,1,7,2021-02-08,2021-02-10,DELIVERED,69139.53
1281,4,7,2021-02-08,2021-02-16,DELIVERED,190012.08
1282,4,8,2021-02-08,2021-02-16,DELIVERED,34495.5
1283,6,8,2021-02-08,2021-02-13,DELIVERED,116026.8
1284,3,8,2021-02-08,2021-02-13,DELIVERED,30294.36
1285,2,8,2021-02-08,2021-02-12,DELIVERED,27031.09
1286,7,8,2021-02-08,2021-02-12,DELIVERED,276610.85
1287,7,8,2021-02-08,2021-02-13,DELIVERED,32925.36
1288,4,8,2021-02-08,2021-02-16,DELIVERED,112158.94
1289,5,9,2021-02-08,2021-02-13,DELIVERED,21058.24
1290,3,9,2021-02-08,2021-02-13,DELIVERED,30529.2
1291,4,9,2021-02-08,2021-02-16,DELIVERED,42234.4
1292,6,9,2021-02-08,2021-02-13,DELIVERED,30141.6
1293,7,9,2021-02-08,2021-02-12,DELIVERED,20762.28
1294,4,9,2021-02-08,2021-02-16,DELIVERED,24146.46
1295,4,9,2021-02-08,2021-02-17,DELIVERED,115057.68
1296,4,9,2021-02-08,2021-02-17,DELIVERED,99782.88
1297,6,10,2021-02-08,2021-02-14,DELIVERED,28733.84
1298,3,10,2021-02-08,2021-02-12,DELIVERED,55823.56
1299,3,10,2021-02-08,2021-02-13,DELIVERED,37206.29
1300,3,10,2021-02-08,2021-02-13,DELIVERED,29824.68
1301,6,10,2021-02-08,2021-02-14,DELIVERED,30716.67
1302,1,10,2021-02-08,2021-02-10,DELIVERED,27185.92
1303,6,11,2021-02-08,2021-02-13,DELIVERED,121982.9
1304,4,11,2021-02-08,2021-02-15,DELIVERED,68947.5
1305,3,11,2021-02-08,2021-02-12,DELIVERED,84594.62
1306,1,11,2021-02-08,2021-02-10,DELIVERED,61692.84
1307,4,11,2021-02-08,2021-02-15,DELIVERED,225980.04
1308,6,11,2021-02-08,2021-02-13,DELIVERED,166127.52
1309,4,11,2021-02-08,2021-02-15,DELIVERED,82357.08
1310,7,11,2021-02-08,2021-02-12,DELIVERED,69466.8
1311,4,11,2021-02-08,2021-02-16,DELIVERED,250852.5
1312,4,11,2021-02-08,2021-02-15,DELIVERED,222919.2
1313,1,12,2021-02-08,2021-02-10,DELIVERED,43418.79
1314,3,12,2021-02-08,2021-02-13,DELIVERED,19866.86
1315,6,12,2021-02-08,2021-02-12,DELIVERED,48578.34
1316,1,12,2021-02-08,2021-02-10,DELIVERED,43242.4
1317,7,12,2021-02-08,2021-02-12,DELIVERED,32735.04
1318,4,12,2021-02-08,2021-02-16,DELIVERED,94829.12
1319,7,12,2021-02-08,2021-02-12,DELIVERED,28465.25
1320,6,13,2021-02-08,2021-02-14,DELIVERED,179026.64
1321,1,13,2021-02-08,2021-02-14,DELIVERED,68163.3
1322,7,13,2021-02-08,2021-02-13,DELIVERED,93490.55
1323,1,13,2021-02-08,2021-02-14,DELIVERED,50512.64
1324,6,13,2021-02-08,2021-02-14,DELIVERED,10507.2
1325,6,14,2021-02-08,2021-02-14,DELIVERED,32343.82
1326,3,14,2021-02-08,2021-02-14,DELIVERED,22088.0
1327,5,14,2021-02-08,2021-02-14,DELIVERED,30999.78
1328,1,14,2021-02-08,2021-02-14,DELIVERED,45195.1
1329,6,14,2021-02-08,2021-02-15,DELIVERED,30439.05
1330,6,14,2021-02-08,2021-02-14,DELIVERED,42708.6
1331,4,14,2021-02-08,2021-02-14,DELIVERED,58102.73
1332,7,14,2021-02-08,2021-02-14,DELIVERED,46331.6
1333,6,14,2021-02-08,2021-02-15,DELIVERED,5078.48
1334,2,15,2021-02-08,2021-02-13,DELIVERED,86310.42
1335,2,15,2021-02-08,2021-02-13,DELIVERED,26861.19
1336,4,15,2021-02-08,2021-02-16,DELIVERED,106297.62
1337,6,15,2021-02-08,2021-02-13,DELIVERED,30696.84
1338,7,15,2021-02-08,2021-02-13,DELIVERED,64344.0
1339,4,15,2021-02-08,2021-02-16,DELIVERED,24590.72
1340,5,15,2021-02-08,2021-02-12,DELIVERED,70962.5
1341,4,15,2021-02-08,2021-02-16,DELIVERED,25487.93
1342,6,15,2021-02-08,2021-02-12,DELIVERED,4967.04
1343,4,16,2021-02-08,2021-02-16,DELIVERED,36627.0
1344,3,16,2021-02-08,2021-02-14,DELIVERED,21449.36
1345,6,16,2021-02-08,2021-02-14,DELIVERED,31351.23
1346,4,16,2021-02-08,2021-02-17,DELIVERED,24689.28
1347,4,17,2021-02-08,2021-02-15,DELIVERED,86838.93
1348,1,17,2021-02-08,2021-02-12,DELIVERED,25264.9
1349,4,17,2021-02-08,2021-02-16,DELIVERED,130443.3
1350,1,18,2021-02-08,2021-02-12,DELIVERED,5865.6
1351,3,18,2021-02-08,2021-02-14,DELIVERED,8006.9
1352,1,18,2021-02-08,2021-02-11,DELIVERED,13418.31
1353,4,18,2021-02-08,2021-02-15,DELIVERED,9074.65
1354,3,19,2021-02-08,2021-02-14,DELIVERED,8057.1
1355,4,19,2021-02-08,2021-02-13,DELIVERED,16249.21
1356,6,19,2021-02-08,2021-02-13,DELIVERED,18078.12
1357,3,19,2021-02-08,2021-02-15,DELIVERED,8914.6
1358,4,20,2021-02-08,2021-02-16,DELIVERED,36882.63
1359,1,20,2021-02-08,2021-02-10,DELIVERED,9605.1
1360,6,20,2021-02-08,2021-02-14,DELIVERED,20955.35
1361,4,20,2021-02-08,2021-02-16,DELIVERED,13920.0
1362,4,20,2021-02-08,2021-02-16,DELIVERED,11698.32
1363,6,20,2021-02-08,2021-02-13,DELIVERED,18871.02
1364,4,20,2021-02-08,2021-02-16,DELIVERED,22325.87
1365,6,20,2021-02-08,2021-02-13,DELIVERED,1910.4
1366,6,21,2021-02-08,2021-02-13,DELIVERED,30632.06
1367,6,21,2021-02-08,2021-02-13,DELIVERED,61727.9
1368,1,21,2021-02-08,2021-02-12,DELIVERED,27349.8
1369,2,21,2021-02-08,2021-02-13,DELIVERED,85941.18
1370,3,21,2021-02-08,2021-02-14,DELIVERED,34406.16
1371,4,21,2021-02-08,2021-02-16,DELIVERED,110598.08
1372,5,22,2021-02-08,2021-02-12,DELIVERED,7816.26
1373,6,22,2021-02-08,2021-02-13,DELIVERED,12673.66
1374,6,22,2021-02-08,2021-02-14,DELIVERED,20536.11
1375,7,22,2021-02-08,2021-02-11,DELIVERED,93097.22
1376,6,23,2021-02-08,2021-02-12,DELIVERED,7987.5
1377,1,23,2021-02-08,2021-02-11,DELIVERED,155541.0
1378,4,23,2021-02-08,2021-02-15,DELIVERED,102282.18
1379,7,23,2021-02-08,2021-02-13,DELIVERED,46331.6
1380,1,24,2021-02-08,2021-02-13,DELIVERED,18040.59
1381,4,24,2021-02-08,2021-02-14,DELIVERED,32524.74
1382,6,24,2021-02-08,2021-02-12,DELIVERED,3312.15
1383,6,24,2021-02-08,2021-02-13,DELIVERED,20419.75
1384,6,24,2021-02-08,2021-02-12,DELIVERED,12153.92
1385,4,24,2021-02-08,2021-02-15,DELIVERED,41994.81
1386,2,24,2021-02-08,2021-02-14,DELIVERED,30410.64
1387,1,24,2021-02-08,2021-02-13,DELIVERED,17306.64
1388,4,24,2021-02-08,2021-02-15,DELIVERED,9942.66
1389,6,24,2021-02-08,2021-02-12,DELIVERED,1910.4
1390,3,25,2021-02-08,2021-02-12,DELIVERED,22188.4
1391,3,25,2021-02-08,2021-02-12,DELIVERED,19067.21
1392,7,25,2021-02-08,2021-02-12,DELIVERED,44511.43
1393,4,1,2021-02-09,2021-02-17,DELIVERED,106743.78
1394,5,1,2021-02-09,2021-02-13,DELIVERED,71984.36
1395,4,2,2021-02-09,2021-02-18,DELIVERED,84500.55
1396,4,2,2021-02-09,2021-02-18,DELIVERED,35191.5
1397,4,2,2021-02-09,2021-02-18,DELIVERED,44531.84
1398,3,2,2021-02-09,2021-02-13,DELIVERED,21435.75
1399,6,2,2021-02-09,2021-02-14,DELIVERED,74929.92
1400,7,2,2021-02-09,2021-02-14,DELIVERED,20552.56
1401,4,2,2021-02-09,2021-02-17,DELIVERED,130443.3
1402,4,2,2021-02-09,2021-02-18,DELIVERED,102613.6
1403,6,3,2021-02-09,2021-02-15,DELIVERED,14654.4
1404,3,3,2021-02-09,2021-02-14,DELIVERED,48016.3
1405,3,3,2021-02-09,2021-02-13,DELIVERED,41599.57
1406,5,3,2021-02-09,2021-02-13,DELIVERED,153994.05
1407,7,3,2021-02-09,2021-02-13,DELIVERED,129192.0
1408,2,3,2021-02-09,2021-02-13,DELIVERED,57040.85
1409,6,3,2021-02-09,2021-02-14,DELIVERED,95511.96
1410,6,4,2021-02-09,2021-02-14,DELIVERED,31504.24
1411,4,4,2021-02-09,2021-02-18,DELIVERED,110257.29
1412,2,4,2021-02-09,2021-02-13,DELIVERED,81272.88
1413,4,4,2021-02-09,2021-02-17,DELIVERED,116395.56
1414,4,5,2021-02-09,2021-02-18,DELIVERED,13485.0
1415,6,5,2021-02-09,2021-02-14,DELIVERED,37428.0
1416,4,5,2021-02-09,2021-02-17,DELIVERED,41660.19
1417,6,5,2021-02-09,2021-02-14,DELIVERED,18236.7
1418,5,5,2021-02-09,2021-02-13,DELIVERED,28612.08
1419,7,5,2021-02-09,2021-02-14,DELIVERED,12814.88
1420,6,6,2021-02-09,2021-02-15,DELIVERED,32423.78
1421,3,6,2021-02-09,2021-02-14,DELIVERED,21084.0
1422,3,7,2021-02-09,2021-02-14,DELIVERED,107353.0
1423,4,7,2021-02-09,2021-02-18,DELIVERED,236130.18
1424,7,7,2021-02-09,2021-02-13,DELIVERED,583929.16
1425,1,7,2021-02-09,2021-02-12,DELIVERED,88946.9
1426,1,7,2021-02-09,2021-02-11,DELIVERED,71977.5
1427,4,7,2021-02-09,2021-02-17,DELIVERED,190012.08
1428,4,8,2021-02-09,2021-02-18,DELIVERED,34495.5
1429,6,8,2021-02-09,2021-02-14,DELIVERED,116026.8
1430,3,8,2021-02-09,2021-02-14,DELIVERED,30294.36
1431,7,8,2021-02-09,2021-02-13,DELIVERED,276610.85
1432,4,8,2021-02-09,2021-02-18,DELIVERED,115503.64
1433,5,9,2021-02-09,2021-02-13,DELIVERED,21058.24
1434,4,9,2021-02-09,2021-02-17,DELIVERED,33582.0
1435,4,9,2021-02-09,2021-02-17,DELIVERED,72718.18
1436,3,9,2021-02-09,2021-02-14,DELIVERED,30529.2
1437,4,9,2021-02-09,2021-02-18,DELIVERED,42234.4
1438,6,9,2021-02-09,2021-02-15,DELIVERED,31073.61
1439,7,9,2021-02-09,2021-02-13,DELIVERED,20762.28
1440,4,9,2021-02-09,2021-02-17,DELIVERED,24935.56
1441,4,9,2021-02-09,2021-02-17,DELIVERED,115057.68
1442,6,10,2021-02-09,2021-02-14,DELIVERED,28733.84
1443,3,10,2021-02-09,2021-02-13,DELIVERED,55823.56
1444,3,10,2021-02-09,2021-02-13,DELIVERED,37206.29
1445,3,10,2021-02-09,2021-02-14,DELIVERED,30450.92
1446,6,10,2021-02-09,2021-02-14,DELIVERED,30716.67
1447,6,11,2021-02-09,2021-02-14,DELIVERED,125598.2
1448,4,11,2021-02-09,2021-02-17,DELIVERED,71035.5
1449,3,11,2021-02-09,2021-02-14,DELIVERED,84594.62
1450,1,11,2021-02-09,2021-02-11,DELIVERED,61692.84
1451,4,11,2021-02-09,2021-02-16,DELIVERED,225980.04
1452,6,11,2021-02-09,2021-02-14,DELIVERED,166127.52
1453,4,11,2021-02-09,2021-02-16,DELIVERED,82357.08
1454,7,11,2021-02-09,2021-02-13,DELIVERED,69466.8
1455,4,11,2021-02-09,2021-02-17,DELIVERED,250852.5
1456,7,12,2021-02-09,2021-02-14,DELIVERED,31646.22
1457,3,12,2021-02-09,2021-02-14,DELIVERED,19866.86
1458,6,12,2021-02-09,2021-02-14,DELIVERED,48578.34
1459,1,12,2021-02-09,2021-02-11,DELIVERED,44714.0
1460,4,12,2021-02-09,2021-02-17,DELIVERED,94829.12
1461,6,13,2021-02-09,2021-02-15,DELIVERED,237355.9
1462,4,13,2021-02-09,2021-02-14,DELIVERED,154476.28
1463,6,13,2021-02-09,2021-02-16,DELIVERED,179026.64
1464,6,13,2021-02-09,2021-02-16,DELIVERED,61453.17
1465,1,13,2021-02-09,2021-02-15,DELIVERED,68163.3
1466,7,13,2021-02-09,2021-02-14,DELIVERED,40685.68
1467,7,13,2021-02-09,2021-02-15,DELIVERED,93490.55
1468,1,13,2021-02-09,2021-02-15,DELIVERED,52056.32
1469,6,14,2021-02-09,2021-02-16,DELIVERED,33343.32
1470,3,14,2021-02-09,2021-02-16,DELIVERED,22615.1
1471,5,14,2021-02-09,2021-02-16,DELIVERED,30999.78
1472,1,14,2021-02-09,2021-02-15,DELIVERED,45195.1
1473,6,14,2021-02-09,2021-02-15,DELIVERED,30439.05
1474,7,14,2021-02-09,2021-02-14,DELIVERED,64848.0
1475,6,14,2021-02-09,2021-02-16,DELIVERED,42708.6
1476,7,14,2021-02-09,2021-02-15,DELIVERED,47820.83
1477,6,14,2021-02-09,2021-02-16,DELIVERED,5333.2
1478,2,15,2021-02-09,2021-02-13,DELIVERED,86310.42
1479,2,15,2021-02-09,2021-02-14,DELIVERED,26861.19
1480,4,15,2021-02-09,2021-02-17,DELIVERED,106297.62
1481,6,15,2021-02-09,2021-02-14,DELIVERED,30696.84
1482,7,15,2021-02-09,2021-02-14,DELIVERED,64344.0
1483,4,15,2021-02-09,2021-02-16,DELIVERED,24590.72
1484,5,15,2021-02-09,2021-02-13,DELIVERED,70962.5
1485,4,15,2021-02-09,2021-02-16,DELIVERED,25487.93
1486,6,15,2021-02-09,2021-02-13,DELIVERED,4967.04
1487,4,16,2021-02-09,2021-02-17,DELIVERED,37714.5
1488,6,16,2021-02-09,2021-02-14,DELIVERED,109788.8
1489,3,16,2021-02-09,2021-02-15,DELIVERED,21449.36
1490,6,16,2021-02-09,2021-02-15,DELIVERED,32322.9
1491,4,16,2021-02-09,2021-02-18,DELIVERED,24689.28
1492,3,17,2021-02-09,2021-02-14,DELIVERED,21058.9
1493,3,17,2021-02-09,2021-02-14,DELIVERED,32332.48
1494,4,17,2021-02-09,2021-02-16,DELIVERED,130443.3
1495,1,18,2021-02-09,2021-02-13,DELIVERED,5865.6
1496,3,18,2021-02-09,2021-02-15,DELIVERED,8006.9
1497,1,18,2021-02-09,2021-02-13,DELIVERED,13589.79
1498,4,18,2021-02-09,2021-02-15,DELIVERED,9469.2
1499,7,18,2021-02-09,2021-02-14,DELIVERED,11800.14
1500,3,19,2021-02-09,2021-02-16,DELIVERED,8057.1
1501,4,19,2021-02-09,2021-02-15,DELIVERED,16576.65
1502,6,19,2021-02-09,2021-02-15,DELIVERED,18078.12
1503,3,19,2021-02-09,2021-02-15,DELIVERED,8914.6
1504,4,20,2021-02-09,2021-02-17,DELIVERED,38158.11
1505,1,20,2021-02-09,2021-02-11,DELIVERED,9605.1
1506,6,20,2021-02-09,2021-02-15,DELIVERED,20955.35
1507,4,20,2021-02-09,2021-02-17,DELIVERED,14311.5
1508,4,20,2021-02-09,2021-02-18,DELIVERED,11920.44
1509,6,20,2021-02-09,2021-02-14,DELIVERED,18871.02
1510,4,20,2021-02-09,2021-02-17,DELIVERED,22325.87
1511,6,20,2021-02-09,2021-02-15,DELIVERED,2037.76
1512,6,21,2021-02-09,2021-02-14,DELIVERED,31599.78
1513,1,21,2021-02-09,2021-02-13,DELIVERED,27349.8
1514,2,21,2021-02-09,2021-02-13,DELIVERED,85941.18
1515,3,21,2021-02-09,2021-02-14,DELIVERED,34406.16
1516,4,21,2021-02-09,2021-02-17,DELIVERED,110598.08
1517,5,22,2021-02-09,2021-02-13,DELIVERED,8004.28
1518,6,22,2021-02-09,2021-02-14,DELIVERED,12873.56
1519,7,22,2021-02-09,2021-02-12,DELIVERED,93097.22
1520,6,23,2021-02-09,2021-02-13,DELIVERED,7987.5
1521,1,23,2021-02-09,2021-02-12,DELIVERED,155541.0
1522,4,23,2021-02-09,2021-02-15,DELIVERED,102282.18
1523,4,23,2021-02-09,2021-02-16,DELIVERED,37442.42
1524,7,23,2021-02-09,2021-02-13,DELIVERED,47655.36
1525,1,24,2021-02-09,2021-02-13,DELIVERED,18040.59
1526,4,24,2021-02-09,2021-02-15,DELIVERED,32524.74
1527,6,24,2021-02-09,2021-02-13,DELIVERED,3312.15
1528,6,24,2021-02-09,2021-02-13,DELIVERED,20419.75
1529,6,24,2021-02-09,2021-02-14,DELIVERED,12153.92
1530,2,24,2021-02-09,2021-02-15,DELIVERED,30410.64
1531,1,24,2021-02-09,2021-02-14,DELIVERED,17306.64
1532,4,24,2021-02-09,2021-02-15,DELIVERED,10179.39
1533,6,24,2021-02-09,2021-02-14,DELIVERED,1942.24
1534,3,25,2021-02-09,2021-02-14,DELIVERED,66575.6
1535,3,25,2021-02-09,2021-02-13,DELIVERED,22188.4
1536,3,25,2021-02-09,2021-02-14,DELIVERED,19067.21
1537,1,25,2021-02-09,2021-02-12,DELIVERED,101768.53
1538,7,25,2021-02-09,2021-02-12,DELIVERED,46000.66
1539,1,1,2021-02-10,2021-02-13,DELIVERED,154780.08
1540,4,1,2021-02-10,2021-02-18,DELIVERED,109309.2
1541,5,1,2021-02-10,2021-02-15,DELIVERED,71984.36
1542,1,2,2021-02-10,2021-02-12,DELIVERED,42039.54
1543,4,2,2021-02-10,2021-02-19,DELIVERED,84500.55
1544,4,2,2021-02-10,2021-02-18,DELIVERED,35191.5
1545,4,2,2021-02-10,2021-02-19,DELIVERED,44531.84
1546,3,2,2021-02-10,2021-02-14,DELIVERED,21435.75
1547,6,2,2021-02-10,2021-02-15,DELIVERED,74929.92
1548,7,2,2021-02-10,2021-02-15,DELIVERED,20552.56
1549,6,3,2021-02-10,2021-02-16,DELIVERED,15059.1
1550,3,3,2021-02-10,2021-02-15,DELIVERED,41599.57
1551,7,3,2021-02-10,2021-02-14,DELIVERED,133224.0
1552,6,3,2021-02-10,2021-02-16,DELIVERED,95511.96
1553,6,4,2021-02-10,2021-02-15,DELIVERED,32743.62
1554,4,4,2021-02-10,2021-02-18,DELIVERED,110257.29
1555,2,4,2021-02-10,2021-02-14,DELIVERED,81272.88
1556,4,4,2021-02-10,2021-02-18,DELIVERED,120186.22
1557,4,5,2021-02-10,2021-02-18,DELIVERED,14007.0
1558,6,5,2021-02-10,2021-02-16,DELIVERED,37428.0
1559,4,5,2021-02-10,2021-02-19,DELIVERED,25391.54
1560,4,5,2021-02-10,2021-02-18,DELIVERED,41660.19
1561,6,5,2021-02-10,2021-02-15,DELIVERED,18236.7
1562,5,5,2021-02-10,2021-02-15,DELIVERED,28612.08
1563,7,5,2021-02-10,2021-02-14,DELIVERED,12814.88
1564,6,6,2021-02-10,2021-02-16,DELIVERED,32423.78
1565,3,6,2021-02-10,2021-02-15,DELIVERED,21611.1
1566,4,7,2021-02-10,2021-02-18,DELIVERED,236130.18
1567,7,7,2021-02-10,2021-02-15,DELIVERED,601719.99
1568,4,8,2021-02-10,2021-02-19,DELIVERED,34495.5
1569,3,8,2021-02-10,2021-02-15,DELIVERED,30294.36
1570,4,8,2021-02-10,2021-02-18,DELIVERED,115503.64
1571,4,9,2021-02-10,2021-02-18,DELIVERED,33582.0
1572,4,9,2021-02-10,2021-02-19,DELIVERED,72718.18
1573,3,9,2021-02-10,2021-02-14,DELIVERED,31781.68
1574,5,9,2021-02-10,2021-02-14,DELIVERED,30578.52
1575,6,9,2021-02-10,2021-02-16,DELIVERED,31985.79
1576,4,9,2021-02-10,2021-02-18,DELIVERED,24935.56
1577,4,9,2021-02-10,2021-02-19,DELIVERED,115057.68
1578,6,10,2021-02-10,2021-02-16,DELIVERED,28733.84
1579,3,10,2021-02-10,2021-02-14,DELIVERED,31077.16
1580,6,10,2021-02-10,2021-02-15,DELIVERED,31648.68
1581,1,10,2021-02-10,2021-02-12,DELIVERED,43044.72
1582,1,11,2021-02-10,2021-02-12,DELIVERED,347740.44
1583,6,11,2021-02-10,2021-02-14,DELIVERED,125598.2
1584,4,11,2021-02-10,2021-02-18,DELIVERED,72601.5
1585,3,11,2021-02-10,2021-02-15,DELIVERED,41581.8
1586,4,11,2021-02-10,2021-02-18,DELIVERED,232058.97
1587,6,11,2021-02-10,2021-02-15,DELIVERED,166127.52
1588,4,11,2021-02-10,2021-02-17,DELIVERED,82357.08
1589,4,11,2021-02-10,2021-02-17,DELIVERED,250852.5
1590,7,12,2021-02-10,2021-02-14,DELIVERED,31646.22
1591,2,12,2021-02-10,2021-02-14,DELIVERED,36374.7
1592,3,12,2021-02-10,2021-02-14,DELIVERED,20240.03
1593,6,12,2021-02-10,2021-02-14,DELIVERED,48578.34
1594,1,12,2021-02-10,2021-02-12,DELIVERED,103373.29
1595,4,12,2021-02-10,2021-02-18,DELIVERED,99075.2
1596,4,13,2021-02-10,2021-02-15,DELIVERED,66685.5
1597,6,13,2021-02-10,2021-02-16,DELIVERED,237355.9
1598,3,13,2021-02-10,2021-02-16,DELIVERED,149990.4
1599,4,13,2021-02-10,2021-02-15,DELIVERED,154476.28
1600,6,13,2021-02-10,2021-02-16,DELIVERED,179026.64
1601,6,13,2021-02-10,2021-02-16,DELIVERED,61453.17
1602,1,13,2021-02-10,2021-02-16,DELIVERED,68163.3
1603,7,13,2021-02-10,2021-02-15,DELIVERED,40685.68
1604,7,13,2021-02-10,2021-02-16,DELIVERED,93490.55
1605,1,13,2021-02-10,2021-02-16,DELIVERED,53256.96
1606,1,14,2021-02-10,2021-02-15,DELIVERED,154287.72
1607,6,14,2021-02-10,2021-02-16,DELIVERED,33343.32
1608,3,14,2021-02-10,2021-02-16,DELIVERED,22615.1
1609,2,14,2021-02-10,2021-02-16,DELIVERED,36951.0
1610,4,14,2021-02-10,2021-02-15,DELIVERED,44122.54
1611,5,14,2021-02-10,2021-02-16,DELIVERED,31842.3
1612,1,14,2021-02-10,2021-02-16,DELIVERED,46412.0
1613,6,14,2021-02-10,2021-02-16,DELIVERED,30439.05
1614,7,14,2021-02-10,2021-02-15,DELIVERED,66528.0
1615,6,14,2021-02-10,2021-02-16,DELIVERED,42708.6
1616,4,14,2021-02-10,2021-02-15,DELIVERED,94829.12
1617,6,14,2021-02-10,2021-02-16,DELIVERED,5333.2
1618,2,15,2021-02-10,2021-02-15,DELIVERED,86310.42
1619,4,15,2021-02-10,2021-02-18,DELIVERED,106297.62
1620,4,15,2021-02-10,2021-02-17,DELIVERED,30479.8
1621,6,15,2021-02-10,2021-02-14,DELIVERED,31509.87
1622,7,15,2021-02-10,2021-02-15,DELIVERED,64344.0
1623,4,15,2021-02-10,2021-02-17,DELIVERED,24590.72
1624,5,15,2021-02-10,2021-02-15,DELIVERED,73006.22
1625,4,15,2021-02-10,2021-02-18,DELIVERED,25487.93
1626,6,15,2021-02-10,2021-02-15,DELIVERED,4967.04
1627,4,16,2021-02-10,2021-02-18,DELIVERED,38845.5
1628,6,16,2021-02-10,2021-02-16,DELIVERED,112751.85
1629,3,16,2021-02-10,2021-02-16,DELIVERED,21449.36
1630,6,16,2021-02-10,2021-02-15,DELIVERED,32322.9
1631,4,16,2021-02-10,2021-02-19,DELIVERED,24689.28
1632,3,17,2021-02-10,2021-02-15,DELIVERED,21987.6
1633,3,17,2021-02-10,2021-02-15,DELIVERED,32332.48
1634,4,17,2021-02-10,2021-02-18,DELIVERED,130443.3
1635,3,18,2021-02-10,2021-02-16,DELIVERED,8207.7
1636,4,18,2021-02-10,2021-02-16,DELIVERED,9469.2
1637,7,18,2021-02-10,2021-02-15,DELIVERED,11800.14
1638,3,19,2021-02-10,2021-02-16,DELIVERED,8408.5
1639,4,19,2021-02-10,2021-02-15,DELIVERED,16863.16
1640,6,19,2021-02-10,2021-02-16,DELIVERED,18078.12
1641,6,20,2021-02-10,2021-02-15,DELIVERED,21490.95
1642,4,20,2021-02-10,2021-02-18,DELIVERED,14311.5
1643,1,20,2021-02-10,2021-02-13,DELIVERED,42261.7
1644,4,20,2021-02-10,2021-02-19,DELIVERED,11920.44
1645,6,20,2021-02-10,2021-02-16,DELIVERED,18871.02
1646,6,20,2021-02-10,2021-02-15,DELIVERED,16479.48
1647,4,20,2021-02-10,2021-02-19,DELIVERED,22325.87
1648,6,20,2021-02-10,2021-02-16,DELIVERED,2101.44
1649,6,21,2021-02-10,2021-02-15,DELIVERED,31599.78
1650,1,21,2021-02-10,2021-02-14,DELIVERED,117032.4
1651,3,21,2021-02-10,2021-02-15,DELIVERED,19173.83
1652,1,21,2021-02-10,2021-02-14,DELIVERED,27349.8
1653,3,21,2021-02-10,2021-02-15,DELIVERED,34406.16
1654,4,21,2021-02-10,2021-02-18,DELIVERED,113496.82
1655,6,21,2021-02-10,2021-02-16,DELIVERED,4903.36
1656,5,22,2021-02-10,2021-02-14,DELIVERED,8004.28
1657,5,22,2021-02-10,2021-02-14,DELIVERED,26454.82
1658,6,22,2021-02-10,2021-02-15,DELIVERED,16565.76
